trace	total.br.len	tree.height
mean	109.352513444853	46.9592918811537
stderr.of.mean	0.372181116997285	0.0202997416246402
stdev	7.9255658211238	0.861244964638872
variance	62.8145935849657	0.741742889115812
median	108.903105359912	46.7267462645151
mode	numeric	numeric
geometric.mean	109.068185441215	46.9515425543761
HPD95.lower	95.4860299261391	46.0020481687188
HPD95.upper	125.627936428055	48.7037123566095
ACT	NA	NA
ESS	453.725539835479	1801
n.samples	1801	1801
chain.length	TRUE	TRUE
log.every	NA	NA
