trace	total.br.len	tree.height
mean	11862.9889697804	2182.56644253271
stderr.of.mean	71.6943284302217	30.710109067383
stdev	2929.51485367005	1298.36790413591
variance	8582057.27787348	1685759.21449028
median	11227.7285638769	1880.09186954594
mode	numeric	numeric
geometric.mean	11548.3591821553	1876.94014794468
HPD95.lower	7342.81717866178	570.700034821414
HPD95.upper	17533.8643599043	4742.35798143888
ACT	NA	NA
ESS	1670.56411613086	1788.43914191749
n.samples	1801	1801
chain.length	TRUE	TRUE
log.every	NA	NA
