trace	total.br.len	tree.height
mean	1496.9619006945	249.207688885999
stderr.of.mean	6.19032521215524	1.15274630227813
stdev	131.799464337224	29.8612358368683
variance	17371.0987995793	891.693405705065
median	1487.85011988707	247.301534681099
mode	numeric	numeric
geometric.mean	1491.26057747468	247.457499570899
HPD95.lower	1257.45093296712	194.914340391219
HPD95.upper	1754.10462849453	308.677366152789
ACT	NA	NA
ESS	453.567263038627	671.412497950027
n.samples	1801	1801
chain.length	TRUE	TRUE
log.every	NA	NA
