trace	total.br.len	tree.height
mean	16788.0138833349	3013.0651922525
stderr.of.mean	95.7406305834673	36.8283544544794
stdev	3245.06410938302	1431.17044431214
variance	10530441.0740058	2048248.8406726
median	16164.7663731865	2691.67900889953
mode	numeric	numeric
geometric.mean	16512.153858699	2745.46605036161
HPD95.lower	11880.9489196409	1238.93626365334
HPD95.upper	23019.9154252967	5946.24536421068
ACT	NA	NA
ESS	1149.46390122746	1510.98248717827
n.samples	1801	1801
chain.length	TRUE	TRUE
log.every	NA	NA
