trace	total.br.len	tree.height
mean	122.618919019552	46.672685975274
stderr.of.mean	0.115629680172808	0.0117170954023494
stdev	3.74363580618424	0.4966875636823
variance	14.0148090493447	0.246698535916659
median	122.500635776161	46.5901167704081
mode	numeric	numeric
geometric.mean	122.562020971214	46.6700656414342
HPD95.lower	115.48895396002	46.0000475944115
HPD95.upper	130.233549913259	47.6279831161689
ACT	NA	NA
ESS	1048.79323617486	1797.91013999001
n.samples	1801	1801
chain.length	TRUE	TRUE
log.every	NA	NA
