trace	total.br.len	tree.height
mean	1430.52768866315	146.122109988551
stderr.of.mean	3.30804040001501	0.39487732762088
stdev	71.7646501967133	10.3576102844087
variance	5150.16501785663	107.280090803688
median	1426.86430297572	145.676191911197
mode	numeric	numeric
geometric.mean	1428.73530655111	145.758834537584
HPD95.lower	1291.6868089305	127.520247051257
HPD95.upper	1567.38120825195	167.709497330157
ACT	NA	NA
ESS	470.891527790937	688.392414967432
n.samples	1801	1801
chain.length	TRUE	TRUE
log.every	NA	NA
