trace	total.br.len	tree.height
mean	783.389667876463	152.742761136597
stderr.of.mean	2.08082013326844	1.00565624510853
stdev	81.6830502905674	40.0646695933484
variance	6672.12070477136	1605.17774962417
median	765.072574176092	143.443719090336
mode	numeric	numeric
geometric.mean	779.51514548406	148.348600809985
HPD95.lower	661.959574846432	95.223914658853
HPD95.upper	944.865605155693	229.331054160453
ACT	NA	NA
ESS	1541.82880008485	1588.05435459511
n.samples	1801	1801
chain.length	TRUE	TRUE
log.every	NA	NA
