trace	total.br.len	tree.height
mean	901.805330862448	99.0852118758251
stderr.of.mean	1.19415806247689	0.145814799725716
stdev	32.9866447389996	5.4533169169011
variance	1088.11873113697	29.7386653961598
median	900.34554960742	98.7396131566823
mode	numeric	numeric
geometric.mean	901.203837225256	98.9365109786914
HPD95.lower	841.134415788948	88.2281370453197
HPD95.upper	968.069845087447	109.663019512099
ACT	NA	NA
ESS	763.473553531602	1399.45714843303
n.samples	1801	1801
chain.length	TRUE	TRUE
log.every	NA	NA
