trace	al2_0	al2_1	al2_2	al2_3	al2_4	al2_5	al2_6	al2_7	al2_8	al2_9	al2_10	al2_11	al2_12	al2_13	al2_14	al2_15	al2_16	al2_17	al2_18	al2_19	al2_20	al2_21	al2_22	al2_23	al2_24	al2_25	al2_26	al2_27	al2_28	al2_29	al2_30	al2_31	al2_32	al2_33	al2_34	al2_35	al2_36	al2_37	al2_38	al2_39	al2_40	al2_41	al2_42	al2_43	al2_44	al2_45	al2_46	al2_47	al2_48	al2_49	al2_50	al2_51	al2_52	al2_53	al2_54	al2_55	al2_56	al2_57	al2_58	al2_59	al2_60	al2_61	al2_62	al2_63	al2_64	al2_65	al2_66	al2_67	al2_68	al2_69	al2_70	al2_71	al2_72	al2_73	al2_74	al2_75	al2_76	al2_77	al2_78	al2_79	al2_80	al2_81	al2_82	al2_83	al2_84	al2_85	al2_86	al2_87	al2_88	al2_89	al2_90	al2_91	al2_92	al2_93	al2_94	al2_95	al2_96	al2_97	al2_98	al2_99
mean	0.168028204438696	0.186085771108278	0.395773363681593	0.320666747060514	0.214932678794628	0.107244777619326	0.22377051700517	0.272061654131646	0.394534623205947	0.220944662369613	0.206823855762646	0.212949129457859	0.0982184929727957	0.224781858331812	0.115102748395518	0.276583039365815	0.183709879563727	0.19022118656683	0.417459759021171	0.144274319853825	0.0695525340596155	0.185263343366764	0.321238363555609	0.144236942674196	0.406540147246682	0.214840283010382	0.514974782451176	0.341936433296149	0.107205616358659	0.0689137047006092	0.0981314981225133	0.452963130992336	0.198166435134151	0.235078092732433	0.0441134510942965	0.238208606965203	0.167862621874161	0.0711742638543584	0.294754586091618	0.221386231586886	0.485648559602956	0.173341867817085	0.255770510758797	0.283537927009527	0.103329053050419	0.117826700162146	0.127233929889304	0.0416979113976868	0.212644364748981	0.295939642266068	0.381892414621685	0.393384974478023	0.516228858877961	0.223879170511546	0.157189390245221	0.2792324130062	0.0713234849916252	0.286200521008583	0.24791742480533	0.358753276917354	0.315964368463401	0.200999837649021	0.405073646707609	0.226316990642731	0.212699944696922	0.331120467121588	0.141674844390396	0.0495344062287931	0.223581413531507	0.332269434936316	0.358046048373375	0.217178145484079	0.227611021071217	0.129765301639277	0.412283498400139	0.151209062758701	0.230200271740579	0.152442108845172	0.533892421997032	0.144478846237469	0.342100995875584	0.107043294434018	0.0562917364732496	0.467618224784881	0.307640413475966	0.534950648753247	0.190099745723598	0.120958207691197	0.176350075898576	0.452422060850827	0.176995969711038	0.0974363505689318	0.251322215556425	0.309502910029176	0.285675744554347	0.117402447025637	0.206133232353902	0.457507402892192	0.449959821541844	0.699812375572717
HPD95.lower	0.146586138944262	0.154830779897429	0.345191456915107	0.295642151852804	0.207682716915868	0.0979424433018221	0.185136422458345	0.244407654959787	0.355951486834391	0.181113381393006	0.175781409226089	0.17414019094335	0.0671271852348345	0.201836163185395	0.0991145518357414	0.225978681395183	0.176578993164188	0.172761908145671	0.364526722999051	0.135316180388747	0.0569813437532405	0.155925602999026	0.296095689202495	0.131710492781144	0.37753456635652	0.175451381487093	0.482108800064219	0.316033748014281	0.0812202463218017	0.0641964394481647	0.0768144568881861	0.422114677964705	0.168026493304483	0.217109173253237	0.0363843096978676	0.192033603612332	0.1580020356136	0.0482140730407207	0.237622094816204	0.191241694430131	0.45488250397262	0.138748062634476	0.229596798927929	0.247245433361488	0.0982416013870484	0.104107899765648	0.112958312454429	0.0362075286846343	0.171561514765757	0.248017462728385	0.324753491362774	0.343762093492716	0.494885893312001	0.203022577099591	0.129200426612696	0.269010518033516	0.053473636299261	0.24369609687793	0.202664529594864	0.311566567035317	0.305184865071188	0.16423816869949	0.378000264959345	0.205405190147799	0.184270229603354	0.307990340696031	0.121318440085841	0.0369697191004762	0.212230105587716	0.279999858427157	0.340878599736283	0.192724523681086	0.194522161221566	0.0949017635296496	0.369313062306671	0.141558078595383	0.190697195266263	0.130546702668231	0.508597397015167	0.136111041381279	0.33344269381201	0.0832500243068119	0.0302476424648336	0.413053823392893	0.289884134545537	0.498969386844372	0.177471734951009	0.113514763388937	0.158125620422283	0.425508167344473	0.131163837367129	0.0758416978586583	0.242433349054441	0.275631437133263	0.261345223081568	0.0873806720989425	0.167295532691454	0.401519951116611	0.381945490527793	0.651473114197372
HPD95.upper	0.195731988153415	0.215969379457263	0.446390490179253	0.345316634384601	0.223058548541467	0.117391169876189	0.27062468279762	0.299786734578231	0.43688263436511	0.26149233245909	0.233638197403439	0.258461315277506	0.135571850088091	0.251659983942115	0.132443618033618	0.335024404985496	0.190584019728609	0.208866810569276	0.476258337385731	0.154202292389877	0.083455339135059	0.219331994906445	0.34985766627711	0.157395414298325	0.43601383455549	0.247427658989519	0.546977668297629	0.369140849584026	0.13438042038124	0.0742395692879788	0.121228883506239	0.483830422175596	0.22677202978631	0.252612141556099	0.0514256389657187	0.279936092643142	0.179338835683994	0.0962280324411595	0.357931587989699	0.249645813769294	0.514288574062325	0.20956364180713	0.284645272956495	0.320892025668812	0.107621830151967	0.130979929979521	0.142417125862857	0.0478175834120497	0.253618727891375	0.345069447856979	0.445056603148975	0.448593904516894	0.538048890690792	0.243368082854474	0.185315340739223	0.290191266391036	0.088242095784408	0.32887414669433	0.293419931679304	0.404760283347525	0.328829646250767	0.239120288991043	0.433287069835494	0.245310129423589	0.244639020880487	0.353094839324482	0.165123218502168	0.0621142166682939	0.234927577060565	0.378191818341847	0.374800442012434	0.242848221035904	0.255628197191636	0.166657221100299	0.447666355859313	0.161807972231519	0.273981887359806	0.175776581709622	0.557504667036562	0.153708474798738	0.350821116158037	0.135300507398926	0.0843727361442771	0.528826573240046	0.325350396431556	0.568657230522507	0.203194095726211	0.128387801126969	0.194465817285506	0.476731474503353	0.223816523038936	0.118870020722645	0.259395448132075	0.343034140795308	0.313470670951127	0.152386332705165	0.243889546497671	0.51145920796493	0.509528875248906	0.745815506731877
ESS	1801	1801	1508.86627549466	1801	1801	1705.12302772082	1801	1542.73400674547	1801	1545.12203312754	1617.61565090187	1801	1573.29822465002	1801	1801	1801	1801	1660.32621832762	1801	1410.92867618532	1801	1269.42902567729	1801	1600.65083084904	1772.29734153099	1608.66484244687	1526.63192021731	1661.80670902492	1801	1433.36559856059	1750.24538445717	1801	1752.8539586109	1801	1801	1241.07313545679	1801	1685.49390722133	1801	1659.27647499798	1801	1534.27450127213	1725.41004650174	1801	1801	1801	1801	1467.7771897226	1801	1691.30835555129	1801	1772.09268730117	1552.79432404936	1801	1801	1193.6428892934	1666.3404446273	1801	1609.25593385861	1801	1700.77947875057	1613.49997358611	1437.74085188676	1801	1706.4781818767	1801	1735.34910177763	1493.65533907042	1505.20898891251	1362.54253879102	1801	1801	1551.04160724889	1752.28402719473	1801	1801	1801	1537.14770219258	1613.40099515065	1801	1801	1576.81622369001	1692.29061429377	1801	1681.12568852064	1326.04118729819	1645.98595171712	1801	1801	1629.43094950756	1801	1801	1781.56357330559	1797.75155179829	1801	1746.18086358813	1801	1801	1800.87593431027	1801
