trace	posterior	likelihood	prior	pi_0.A	pi_0.C	pi_0.G	pi_0.T	pi_1.A	pi_1.C	pi_1.G	pi_1.T	kappa.1	kappa.2	r_0	r_1	mu	Theta	psi.height	psi.treeLength	sim_0.treeLikelihood	sim_1.treeLikelihood
mean	-31542.9172814554	-30940.801454268	-602.115827187388	0.351441808974494	0.320666747060514	0.263470238549297	0.0644212054156969	0.146809910648259	0.210839882979426	0.325378035194423	0.316972171177894	2.84327291949504	0.987323872273356	0.556937969701706	1.22153101514913	0.0211373563582566	40.2840326744595	77.1622267462995	686.304488884303	-6914.97244689438	-24025.8290073736
stderr.of.mean	0.221103415101718	0.201442916240459	0.11758987558072	0.000283533026492716	0.000301488760620183	0.000237346967685432	0.000132675942585989	0.000111548870298699	0.000122384752078703	0.000145820919414265	0.000140958938342411	0.00392283099585781	0.000812381356932926	0.000352535946065156	0.000176267973032576	1.42567287044762e-05	0.0968502560946294	0.0817664717528108	0.430425045594449	0.126570319031844	0.185199559383919
stdev	9.38062200208857	8.54649780683306	3.46758110740133	0.012029285687029	0.0127910828512305	0.0100697774666876	0.00562896265350489	0.00418534635540957	0.00496863607058399	0.0059795783521262	0.00598038034734808	0.166431598233296	0.0344664166649154	0.0149568311763277	0.00747841558816378	0.000449890565616938	3.70872678771245	3.40197432642941	14.5734554144747	5.35801850767879	7.8573506462334
variance	87.9960691460681	73.0426247622023	12.0241187364066	0.00014470371414016	0.000163611800507044	0.00010140041822861	3.16852205545529e-05	1.75171241147402e-05	2.46873444019083e-05	3.57553572692162e-05	3.57649490989472e-05	0.0276994768904891	0.00118793387771956	0.000223706798837168	5.5926699709291e-05	2.02401521031128e-07	13.7546543858959	11.5734293176849	212.385602717683	28.7083623286284	61.7379591778644
median	-31542.4071044958	-30940.190093764	-602.0118649445	0.351626099885942	0.320672249225489	0.263599999989472	0.0640883649540889	0.146859495429887	0.210808534668343	0.325325578741169	0.316820891341085	2.83910076338794	0.986399199781967	0.556331884508602	1.22183405774568	0.0211308946481248	39.9934073506998	76.9804580908765	685.896592784028	-6914.85768065808	-24025.2665102248
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	0.351235783078243	0.320410839995353	0.263277671487148	0.0641751528897293	0.146750177603318	0.21078129085094	0.325323085371043	0.316915760780292	2.83840864722524	0.986723527226826	0.556738052235497	1.22150810837106	0.0211325763031967	40.1157298654804	77.08825206983	686.150263861937	NaN	NaN
HPD95.lower	-31560.2754524697	-30956.880725564	-608.774300213216	0.328157482734539	0.295642151852804	0.243683655548835	0.053420936372182	0.138364322763318	0.201717328311397	0.31440235898089	0.306228047306948	2.53876703518654	0.914509531460528	0.528058868729235	1.20686732234727	0.0202887784584047	33.6596321529683	71.1779001601616	660.209524209841	-6925.19583876076	-24042.0408722547
HPD95.upper	-31524.3882153194	-30924.5873516017	-595.241256387804	0.375479888298294	0.345316634384601	0.283476740906605	0.0757383866759638	0.154534700051301	0.221082432553237	0.337657068083468	0.329769245693487	3.18342922500572	1.04856067226621	0.586265355305462	1.23597056563538	0.0220220147705352	47.7192707223057	83.9605231560832	718.320656984114	-6904.67435285441	-24011.1588701099
ACT	25000	25000	51748.6453146947	25000	25000	25000	25000	31965.383954122	27301.8847373958	26761.528956699	25000	25000	25000	25000	25000	45189.5876637376	30687.6932442025	25995.6590665131	39253.8604997689	25111.2140755063	25000
ESS	1801	1801	870.071085459209	1801	1801	1801	1801	1408.55495634345	1649.15354500521	1682.45245153414	1801	1801	1801	1801	1801	996.357840992878	1467.20053676586	1732.01994551467	1147.02094078785	1793.0236214233	1801
n.samples	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801
chain.length	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07
log.every	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000
