trace	posterior	likelihood	prior	pi_0.A	pi_0.C	pi_0.G	pi_0.T	pi_1.A	pi_1.C	pi_1.G	pi_1.T	kappa.1	kappa.2	r_0	r_1	mu	Theta	psi.height	psi.treeLength	sim_0.treeLikelihood	sim_1.treeLikelihood
mean	-29696.8906101029	-28885.2785649359	-811.612045166992	0.151032337876887	0.331120467121588	0.136786751899287	0.381060443102237	0.133271041375939	0.304880536174512	0.342715004352163	0.219133418097386	2.38400519521505	1.63971522532179	0.544039530583349	1.22798023470833	0.00674616185429641	207.305086262034	355.949307827492	2350.53519255968	-6433.49698414309	-22451.7815807929
stderr.of.mean	0.354211004006441	0.221265748116531	0.256869095222561	0.000232290161456182	0.000275801961842526	0.000206713298821914	0.000288538554426106	9.75439583372922e-05	0.000138580720420309	0.000150798083520781	0.000126261469551969	0.00371784928078512	0.00127072947693681	0.000350769608294835	0.000175384804147411	1.0281706141436e-05	0.593601527390742	2.19448174297471	5.71522046791184	0.115915214032033	0.189015788633441
stdev	9.83599997830689	8.40724455211028	5.16925890920039	0.0094621019350714	0.01170128444325	0.00877010116809399	0.0122416522189635	0.00413843902559649	0.0058794811217275	0.00639781985953068	0.00535681965269668	0.157129978743452	0.0539124774919105	0.0148818918229768	0.00744094591148816	0.00022175795297098	20.0535495668028	84.2237041097999	183.093565142731	4.52257576249711	7.55646893506564
variance	96.7468955732532	70.681760958988	26.7212376703476	8.95313730296819e-05	0.000136920057621845	7.69146744986036e-05	0.000149858049050054	1.712667756858e-05	3.456829826075e-05	4.09320989550052e-05	2.86955167915174e-05	0.0246898302199178	0.00290655522931575	0.000221470704230785	5.53676760576924e-05	4.91765897058795e-08	402.144850228217	7093.63233397512	33523.2535966756	20.4536915275263	57.1002227666121
median	-29696.7254533301	-28885.1413563692	-811.609472862164	0.150745949247526	0.331020691610842	0.136790939537846	0.380684947985183	0.133385654375901	0.305026911465283	0.342795682156563	0.219035545414742	2.37701667814278	1.63842235686522	0.543069883044756	1.22846505847762	0.00675497970861771	206.209858048016	339.506262365539	2321.80872844128	-6433.34538340902	-22451.643603606
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	0.15073675068905	0.330913739330906	0.136505332379319	0.380863735887226	0.133206806509226	0.304823854725108	0.342655293123497	0.219067970665708	2.37886644988035	1.63883128998484	0.543836937409782	1.22795767644807	0.00674250996866479	206.347211967149	348.74339107455	2344.28669440249	NaN	NaN
HPD95.lower	-29716.5454160569	-28901.5426523978	-821.522389436495	0.132834179141927	0.307990340696031	0.119830716126383	0.357718778566513	0.125329126827207	0.293221819923993	0.329883955575189	0.208665619297771	2.06363577765545	1.53168919784372	0.516739063740638	1.21234212863264	0.00633924069766613	169.747715486867	251.593487631653	2067.46511522617	-6442.90282670143	-22466.943525549
HPD95.upper	-29677.8712717185	-28869.5148820389	-801.496757623365	0.169182243391766	0.353094839324482	0.153601859472418	0.404002975921772	0.142063045390757	0.315801835938945	0.355054304848787	0.229274299045866	2.67967359405247	1.74091910039896	0.575315742734718	1.2416304681297	0.00720749825726945	245.05487816385	500.134283958268	2649.6125012539	-6425.39471447471	-22437.5438190478
ACT	58357.8709697811	31169.7557921527	111116.747803284	27120.5671076731	25000	25000	25000	25000	25000	25000	25000	25192.8810299772	25000	25000	25000	96735.1581973653	39429.3745064797	30549.7491726304	43846.2235461646	29561.1660396189	28155.9861199813
ESS	771.532601374627	1444.50923196952	405.204443885545	1660.17914821779	1801	1801	1801	1801	1801	1801	1801	1787.21123425401	1801	1801	1801	465.446078127428	1141.91514736306	1473.82552130209	1026.88433252625	1523.11312549904	1599.12708466806
n.samples	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801
chain.length	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07
log.every	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000
