trace	posterior	likelihood	prior	pi_0.A	pi_0.C	pi_0.G	pi_0.T	pi_1.A	pi_1.C	pi_1.G	pi_1.T	kappa.1	kappa.2	r_0	r_1	mu	Theta	psi.height	psi.treeLength	sim_0.treeLikelihood	sim_1.treeLikelihood
mean	-5755.72796349094	-5231.47861220279	-524.249351288151	0.337712297727978	0.0713234849916252	0.332795721595783	0.258168495684612	0.0303246862164079	0.286458518378958	0.603550060318718	0.0796667350859188	3.39439383772441	1.85623326632587	2.10764233126585	0.446178834367066	0.00289433848148521	22.2008617904819	55.6603876398833	443.554381772516	-3263.38553911282	-1968.09307308997
stderr.of.mean	0.295056345257158	0.19175337007778	0.203868920303035	0.000415738583362636	0.000217254394826613	0.000413254886668985	0.000441993997170918	0.000140786707427478	0.000442641888060331	0.000494195086139866	0.000268657131069845	0.00844206072084309	0.00666837243401443	0.00124253941103915	0.000621269705519569	3.95360783119139e-06	0.0554952572375945	0.0759941636407246	0.456745569950833	0.17124721687861	0.129806022432705
stdev	10.9379456791831	8.13540524237823	7.57672408015945	0.0176382915678373	0.00886604165437151	0.0173765871492732	0.0187522142647374	0.00597307320960299	0.0177333050993417	0.0195098282548666	0.00973585097255961	0.324224735410584	0.282915038394404	0.0527164744709788	0.0263582372354892	0.000154884805962319	2.33636817421827	3.15553046289243	17.08994609101	7.26540297764691	5.50720227218404
variance	119.638655680761	66.1848184577152	57.4067477868681	0.000311109329432041	7.86066946170507e-05	0.000301945780956287	0.000351645539830619	3.56776035672769e-05	0.000314470109746338	0.000380633398534392	9.47867941598899e-05	0.105121679052063	0.0800409189497072	0.00277902668064936	0.000694756670162332	2.39893031179852e-08	5.45861624550003	9.95737250224208	292.066257393626	52.7860804276006	30.329276866749
median	-5755.31065747648	-5230.98744551684	-524.255624286483	0.337407946295461	0.0709329288048583	0.332799860274448	0.257152228363407	0.0299835477657461	0.286489453356481	0.603133700444173	0.0792490391756104	3.37541114335527	1.83526251953542	2.10466409302324	0.447667953488373	0.00288498770038136	22.0342472302522	55.5031962169319	443.017211760898	-3263.01638539418	-1967.83626294853
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	0.337250644303217	0.0707723120026103	0.332341968841386	0.257489680546035	0.029736603008738	0.285910057775161	0.603234503556342	0.0790700518136851	3.37910398911448	1.83492435904988	2.10698497966995	0.445391593720732	0.00289020312352488	22.0793656680256	55.571874877297	443.226566140789	NaN	NaN
HPD95.lower	-5777.18819731032	-5247.40528619726	-538.948807327485	0.304205120862344	0.053473636299261	0.29746866344174	0.2247030202431	0.0193880339695617	0.253321489478229	0.567061426825977	0.0605353241297793	2.77960084200847	1.33397139028189	2.00571691443135	0.394172063676011	0.00261709316138726	17.5472841133793	49.6966148795528	411.640030189179	-3277.23734835449	-1979.08934353347
HPD95.upper	-5734.76106335359	-5216.56487784266	-509.00690038202	0.37292275832364	0.088242095784408	0.364362778057019	0.295041526663218	0.0429810187167768	0.322397223766218	0.642494141000889	0.0981515485606237	4.04649608646486	2.42003493889889	2.21165587264796	0.497141542784316	0.00321176086428431	26.5600717093075	61.2971864096265	478.358281242124	-3249.20031315534	-1957.71431700257
ACT	32745.4356454347	25000	32580.0301322594	25000	27020.2887682237	25451.8531927574	25000	25000	28037.4186716477	28873.6928831433	34265.8327005795	30508.2315439519	25000	25000	25000	29321.2124242087	25388.7637282279	26099.2546544761	32142.5021550274	25000	25000
ESS	1375.00079362289	1801	1381.98153338778	1801	1666.3404446273	1769.02639108465	1801	1801	1605.88963368196	1559.37794940965	1313.99112326952	1475.83120100339	1801	1801	1801	1535.57770219712	1773.42230925328	1725.14505092497	1400.7932482306	1801	1801
n.samples	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801
chain.length	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07
log.every	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000
