trace	total.br.len	tree.height
mean	680.437891215579	145.720671872533
stderr.of.mean	0.71012332175447	0.281656249946342
stdev	27.5951186810445	11.949660813954
variance	761.490575020934	142.794393568547
median	678.306311872089	144.818977650289
mode	numeric	numeric
geometric.mean	679.882412783776	145.240526157034
HPD95.lower	626.110802346271	122.665619298017
HPD95.upper	733.297340024132	168.073115272143
ACT	NA	NA
ESS	1510.90904944426	1801
n.samples	1801	1801
chain.length	TRUE	TRUE
log.every	NA	NA
