trace	posterior	likelihood	prior	pi_0.A	pi_0.C	pi_0.G	pi_0.T	pi_1.A	pi_1.C	pi_1.G	pi_1.T	kappa.1	kappa.2	r_0	r_1	mu	Theta	psi.height	psi.treeLength	sim_0.treeLikelihood	sim_1.treeLikelihood
mean	-38286.2285081595	-37693.4433913707	-592.785116788788	0.153128026806641	0.46795550315821	0.347523976739667	0.0313924932954835	0.456014548340349	0.207994021996195	0.086473913326292	0.249517516337167	1.34902282144636	7.26949554687223	0.69095081587711	1.15452459206144	0.0360816257854509	36.1935499584779	152.742761136597	783.389667876463	-10757.539573673	-26935.9038176977
stderr.of.mean	0.218039782904867	0.201829623816146	0.107580255350083	0.000144386760727898	0.000233211693540094	0.000210883504023786	6.31355427380307e-05	0.000152669198102599	0.000102879272706348	5.84426600606848e-05	0.000114443132694225	0.00169979825422456	0.00554803836733719	0.000336247585764895	0.000168123792882446	2.15552102467609e-05	0.081287482615492	1.00565624510853	2.08082013326844	0.164026738438693	0.199566501718311
stdev	9.03860748551457	8.56290441724744	3.57538198777558	0.00612581051211401	0.00989433267034841	0.00886848942342134	0.00266845487931608	0.00647720451583077	0.00434516313258275	0.00239629945676532	0.00485541016200723	0.0721163212036098	0.216680943893886	0.0142657746816088	0.00713288734080434	0.000747715394812249	3.44873527876752	40.0646695933483	81.6830502905674	6.36645634780773	8.35550458152629
variance	81.6964252771999	73.3233320589157	12.7833563585101	3.75255544303265e-05	9.78978189915239e-05	7.86501046533362e-05	7.12065144294578e-06	4.19541783398985e-05	1.88804426487563e-05	5.74225108649379e-06	2.35750078413231e-05	0.00520076378394223	0.0469506314467455	0.000203512327266431	5.08780818166069e-05	5.59078311639237e-07	11.8937750230157	1605.17774962417	6672.12070477136	40.5317664285414	69.8144568119068
median	-38285.937562146	-37693.2379898337	-592.719903136845	0.153277645676705	0.467770993856209	0.347753731893157	0.0312668292526728	0.456030154208409	0.207993342871795	0.0864063902905742	0.249511940057206	1.34963260809535	7.27291973831601	0.690263347524574	1.15486832623771	0.0361000651886571	35.8827352970179	143.443719090336	765.07257417609	-10757.4222072626	-26935.7976988885
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	0.15300541707193	0.467850963478837	0.347410806632922	0.0312797095253806	0.455968568098558	0.207948682931602	0.0864407231621056	0.24947027308843	1.34709759622014	7.2662699461826	0.690803864235176	1.15450255487217	0.0360738845923761	36.0308516128894	148.348600809985	779.51514548406	NaN	NaN
HPD95.lower	-38303.7910953564	-37710.46697592	-599.152108267607	0.141491861678376	0.449034669980573	0.32976259159802	0.0264124893363779	0.442560643808328	0.199593210300368	0.081955902335579	0.240275712966444	1.20677201279508	6.83505016527495	0.661295691159931	1.14124329040195	0.0345726661046954	29.5505091442928	95.223914658853	661.959574846432	-10769.8097171407	-26950.5255758962
HPD95.upper	-38268.4430097609	-37677.058916358	-584.991326576305	0.165427790056134	0.487619150675298	0.364126694124458	0.0367029554651398	0.467860492419747	0.216309860042843	0.0912550402995553	0.259506130342225	1.48107658773485	7.67980755159245	0.717513419196102	1.16935215442003	0.037415966753158	42.8891800264264	229.331054160453	944.865605155694	-10745.1243262008	-26918.041975111
ACT	26186.7021018194	25000	40741.0882560262	25000	25000	25444.7561548318	25190.7146603001	25000	25226.4406997781	26766.4115379749	25000	25000	29501.8909746937	25000	25000	37397.6455654941	25000	28352.3041070464	29202.3342653361	29870.7513768181	25670.9715445112
ESS	1719.38412958353	1801	1105.14966407016	1801	1801	1769.51980698978	1787.36493216519	1801	1784.83364085509	1682.14554783038	1801	1801	1526.17335745094	1801	1801	1203.95279754037	1801	1588.05435459511	1541.82880008485	1507.32733274807	1753.92660624202
n.samples	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801
chain.length	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07
log.every	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000
