trace	total.br.len	tree.height
mean	19712.2389889173	3752.26986899793
stderr.of.mean	124.389711309069	47.3685856611177
stdev	4192.83071738052	1866.63046636446
variance	17579829.4246097	3484309.29795999
median	18720.3816929649	3224.28481819999
mode	numeric	numeric
geometric.mean	19325.3038212439	3397.76965569434
HPD95.lower	13834.7614157028	1363.62351038908
HPD95.upper	28108.4284816567	7311.88932766605
ACT	NA	NA
ESS	1136.80788917344	1553.73592054863
n.samples	1801	1801
chain.length	TRUE	TRUE
log.every	NA	NA
