trace	posterior	likelihood	prior	pi_0.A	pi_0.C	pi_0.G	pi_0.T	pi_1.A	pi_1.C	pi_1.G	pi_1.T	kappa.1	kappa.2	r_0	r_1	mu	Theta	psi.height	psi.treeLength	sim_0.treeLikelihood	sim_1.treeLikelihood
mean	-5428.60007062664	-5334.41794581575	-94.1821248108938	0.099324618772458	0.457507402892192	0.377355818858425	0.0658121594769264	0.213467132547144	0.212555102057578	0.205876030643909	0.368101734751367	2.02978892314524	0.893936839283724	0.321671888837182	1.33916405558142	0.0147004544443445	0.782049319511642	46.3802809439386	90.5367926524607	-815.774271912822	-4518.64367390293
stderr.of.mean	0.311926365252681	0.183754105570361	0.234087844567196	0.000395147407454927	0.000693049575822131	0.000659991210067071	0.000312619778701732	0.000286227584301264	0.000282322303774899	0.000286102995424831	0.000353058913058424	0.0124034082049489	0.00181642973945865	0.000800028017281527	0.000400014008640764	1.70477744286777e-05	0.00231409635236354	0.00734547311636651	0.0642277276306609	0.0678210080376222	0.175135059605284
stdev	11.1948181684688	7.79602524408965	7.72070975304599	0.0161446461554834	0.0294035987481439	0.0280010512885656	0.013263331880371	0.0121436060753103	0.0119779190803216	0.0121383202177629	0.0149790187833403	0.430745815430109	0.0763468371563066	0.0339423089315279	0.016971154465764	0.000672100988512682	0.0825078133488989	0.299040960078011	2.12367468520697	2.86429905160817	7.2803406323301
variance	125.32395382508	60.7780096064831	59.6093590907795	0.000260649599485766	0.000864571619341851	0.000784058873264879	0.000175915972568866	0.000147467168512314	0.000143470545494733	0.000147338817708951	0.000224371003711661	0.185541957510549	0.00582883954377159	0.00115208033560328	0.000288020083900821	4.51719738759724e-07	0.00680753926361673	0.0894254958043784	4.50999416858893	8.20420905704346	53.0033597227566
median	-5428.19453436647	-5334.11313739125	-94.2042244143669	0.0982293314749048	0.458362823177233	0.376467888498539	0.0648008808393601	0.213132951556762	0.21251580452005	0.205375926894625	0.368204116194237	1.99012756407993	0.893486328684434	0.320072560921402	1.33996371953931	0.0147141506279746	0.776356264254901	46.3113091959933	90.3632684270075	-815.553728743976	-4518.33091544249
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	0.0980090143299846	0.45655948380188	0.376316492900994	0.0644796184957976	0.213122209125424	0.212217430181267	0.205518892295251	0.367796242957051	1.98501581363533	0.890678368455634	0.319890819481188	1.33905630659629	0.0146850601767038	0.777767820222481	46.3793224585281	90.5120082325968	NaN	NaN
HPD95.lower	-5452.28199677434	-5349.19298354104	-108.331217509985	0.0690177897402772	0.401519951116611	0.32658363323328	0.0419981542547022	0.191102305549565	0.191205589116329	0.18257474083886	0.340035009286994	1.20940245555281	0.742841089188772	0.262204152712276	1.30209633228856	0.0134395078428054	0.635753725372751	46.0006832975408	86.3989501843853	-821.339382981275	-4533.72751459599
HPD95.upper	-5408.13125601517	-5319.94586947055	-78.193675081476	0.132443974050736	0.51145920796493	0.435972685967856	0.0932288546969536	0.237215469006572	0.237633558541826	0.229783510003411	0.397351091581984	2.87274173904757	1.04155100545091	0.395807335422905	1.36889792364387	0.0160811618673839	0.946625489269466	46.9649811000324	94.5904596220164	-810.45894056615	-4505.43923815507
ACT	34936.7466896068	25000	41367.1549296281	26957.1261880181	25000	25000	25000	25000	25000	25000	25000	37312.3256625849	25472.260470947	25000	25000	28952.008125937	35398.5196491383	27151.2963659679	41160.5826112517	25229.2385020945	26040.8508224426
ESS	1288.75766252713	1801	1088.42389757271	1670.2448059917	1801	1801	1801	1801	1801	1801	1801	1206.70580566756	1767.60912331885	1801	1801	1555.15982878106	1271.94584537085	1658.30019285692	1093.88636271859	1784.63571131019	1729.01416727891
n.samples	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801
chain.length	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07
log.every	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000
