trace	posterior	likelihood	prior	pi_0.A	pi_0.C	pi_0.G	pi_0.T	pi_1.A	pi_1.C	pi_1.G	pi_1.T	kappa.1	kappa.2	r_0	r_1	mu	Theta	psi.height	psi.treeLength	sim_0.treeLikelihood	sim_1.treeLikelihood
mean	-3481.31704846152	-3034.6032418164	-446.713806645124	0.243332197360722	0.351981151274349	0.128670389042158	0.276016262322771	0.0541669895265594	0.198793012274287	0.434218181152958	0.312821817046197	2.59677695556181	1.89017436658892	0.500809177368045	1.24959541131599	0.00145551191527277	12.420963810054	73.335968465374	379.841431134898	-699.438803067257	-2335.16443874914
stderr.of.mean	0.293065504910552	0.164598653786275	0.25253379841587	0.000627689478068029	0.000754865611256152	0.00048498580176191	0.000644619603498669	0.000193570471295889	0.000349451127692068	0.000464546906131934	0.000418062629531487	0.0158450670990736	0.00548435749542804	0.00151461698884145	0.000757308494420817	2.52194407015124e-06	0.0351787109089682	0.122160544410541	0.470817846617169	0.074418886447638	0.147850815474263
stdev	12.2060383445088	6.98332837831273	9.66743607712381	0.0266306050756187	0.0298608156439606	0.020576201776962	0.027348889354673	0.00811155981215316	0.0146217321604462	0.0197090530087861	0.0177368924809682	0.654689446439986	0.232681546620452	0.0605059040448617	0.0302529520224311	0.000105593000132248	1.46073353548891	4.64874301062404	17.9942408253149	3.15732546808689	6.27277788552725
variance	148.987372067619	48.7668752393479	93.459320305275	0.000709189126693566	0.000891668310922601	0.000423380079566254	0.000747961748934144	6.57974025861383e-05	0.000213795051371827	0.000388446770503139	0.000314597354881427	0.428618271279895	0.0541407021376854	0.00366096442428601	0.000915241106071521	1.1149881676929e-08	2.13374246170194	21.6108115788259	323.79270287943	9.96870411143011	39.3477424011598
median	-3480.84468689876	-3034.49776429156	-446.430931764821	0.242614178311196	0.351577679163523	0.128331932266538	0.275256928656969	0.0537312775271307	0.198380229279248	0.434257084228841	0.31252862428606	2.50071923126373	1.87704193172595	0.495596928452044	1.25220153577398	0.00144827503482138	12.3158479820213	73.1603275868252	379.119903509334	-699.233915368949	-2334.94235467698
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	0.241872747796944	0.350710520226866	0.127014705841949	0.274654467415953	0.0535633065647803	0.198256563847575	0.433768894756291	0.312318110135299	2.51938335631804	1.87594658079404	0.497204579963716	1.24922674680581	0.00145168567455728	12.336442207865	73.1899285931357	379.418563394776	NaN	NaN
HPD95.lower	-3504.81924542485	-3048.22489761971	-466.454439368166	0.192930403015121	0.294231861773574	0.087336886607234	0.223521655768373	0.0380266736180589	0.168327936506334	0.393165210566788	0.277281751514948	1.45478011459767	1.43128033123417	0.389806499603655	1.18610569069525	0.00125196945386395	9.84428051920114	64.1212876164276	347.200636784951	-705.768090682946	-2348.1392580497
HPD95.upper	-3457.30115685865	-3020.86645970292	-428.089079045828	0.296372841122962	0.409082890781061	0.165181334332936	0.329303578578403	0.0697754168163828	0.226472496394126	0.47083460185284	0.346455830046333	3.88221452635535	2.33344265680652	0.627788618609529	1.30509675019818	0.00166541263410523	15.5172467057243	82.1888658532075	415.176130445619	-693.704208298554	-2324.07875954714
ACT	25941.3352357602	25000	30706.3915647063	25000	28757.3146530725	25000	25000	25626.0603673462	25703.2253446439	25000	25000	26359.0567221268	25000	28198.2735158773	28198.2735158834	25669.2407274395	26099.3818917843	31074.4336354269	30807.1239522881	25000	25000
ESS	1735.64697386636	1801	1466.30710108417	1801	1565.68860977391	1801	1801	1757.00046572015	1751.72568408355	1801	1801	1708.14154977724	1801	1596.72896195748	1596.72896195714	1754.04486942498	1725.13664065635	1448.94032593626	1461.51260564704	1801	1801
n.samples	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801
chain.length	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07
log.every	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000
