trace	total.br.len	tree.height
mean	787.858334587532	112.751509882219
stderr.of.mean	1.09117386321289	0.17198015984048
stdev	34.2151435488198	6.54572908074547
variance	1170.67604806635	42.846569198517
median	786.354203328482	112.42276803768
mode	numeric	numeric
geometric.mean	787.121168781717	112.563083211987
HPD95.lower	725.804003842382	101.098327203199
HPD95.upper	855.868530523532	126.110792437867
ACT	NA	NA
ESS	983.762276301754	1449.44152139906
n.samples	1801	1801
chain.length	TRUE	TRUE
log.every	NA	NA
