trace	posterior	likelihood	prior	pi_0.A	pi_0.C	pi_0.G	pi_0.T	pi_1.A	pi_1.C	pi_1.G	pi_1.T	kappa.1	kappa.2	r_0	r_1	mu	Theta	psi.height	psi.treeLength	sim_0.treeLikelihood	sim_1.treeLikelihood
mean	-9522.70662688281	-8778.07906710532	-744.627559777489	0.473672175114397	0.200999837649021	0.209079905809225	0.116248081427359	0.310002686618141	0.0914832415082741	0.0513340746003073	0.547179997273278	2.1753338926278	1.50941448603872	0.631853829662487	1.18407308516874	0.00176646150063548	123.798478278931	146.122109988551	1430.52768866315	-2194.9864259109	-6583.09264119442
stderr.of.mean	0.407112949072264	0.205756951230617	0.372795722917999	0.000542567663147321	0.000479353139264819	0.000415790668595008	0.000313920122298501	0.000291709617939971	0.000152683167219635	0.00011196120875569	0.000319594348990384	0.00635583160502485	0.00252792601219672	0.000842572985811333	0.000421286492905654	4.18715670005622e-06	0.452033559196951	0.39487732762088	3.30804040001501	0.108493632805226	0.194021372604208
stdev	11.5267684092222	8.72952678233682	8.65090710669739	0.0230191928794952	0.0192494970306934	0.0173002057409871	0.0133185007783662	0.0123761890290553	0.00647779717518231	0.00469506723264523	0.0129255092693519	0.269655056066127	0.107250800982677	0.0328651079406724	0.0164325539703361	9.89761798838801e-05	13.9440725882117	10.3576102844087	71.7646501967133	4.6019110453018	7.94187629212868
variance	132.866389959843	76.2046378435359	74.8381937687074	0.000529883240823401	0.000370543135934673	0.000299297118680482	0.00017738246298334	0.000153170054882908	4.19618562427999e-05	2.20436563190589e-05	0.000167068789872101	0.072713849262026	0.0115027343114257	0.00108011531995205	0.00027002882998801	9.79628418440618e-09	194.437160345317	107.280090803688	5150.16501785663	21.1775852688707	63.0733990394755
median	-9522.58105939591	-8777.83810443741	-744.485003292728	0.472956782893642	0.200420780555708	0.208677062699588	0.116141495656829	0.309974927278387	0.0912023191137821	0.0511937191916189	0.547021715476418	2.15829800699522	1.50646076437208	0.629963363817826	1.18501831809108	0.00176347867985295	122.461296058711	145.676191911197	1426.86430297572	-2194.95267675453	-6583.27649056996
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	0.47311357807981	0.200076875193163	0.208363498134898	0.115483907572588	0.309755399861754	0.0912552150962738	0.0511186242794597	0.547027297775514	2.15894898964126	1.50562214283714	0.631005021048332	1.1839587956868	0.00176370180010167	123.027610863477	145.758834537584	1428.73530655111	NaN	NaN
HPD95.lower	-9544.92259632574	-8794.48995237891	-761.322505529351	0.427167117018625	0.16423816869949	0.175172191458782	0.0891842442430974	0.285692106594778	0.078529291770968	0.0434566420007828	0.523082429025492	1.65679169525595	1.30720138400095	0.567902609010263	1.15268339522536	0.00158641608650883	99.228428358507	127.520247051257	1291.6868089305	-2203.69075020652	-6598.67493912441
HPD95.upper	-9499.97824967817	-8759.93687433304	-728.027779110698	0.516515141603925	0.239120288991043	0.243132895853034	0.141572173624146	0.333744089156717	0.103776485521797	0.0616842702491685	0.573827030428077	2.69016221190951	1.72054437490427	0.694633209549265	1.21604869549486	0.00196692200389719	154.428977318838	167.709497330157	1567.38120825194	-2186.20430833135	-6568.22115779896
ACT	56134.1404617128	25000	83566.2520833265	25000	27905.1755420417	25993.1743988784	25000	25000	25000	25589.6240489972	27511.5612000089	25000	25000	29577.2175327965	29577.217532795	80535.8845284533	47290.5610455567	65406.0082898067	95616.5004947593	25011.7709813544	26857.4817464225
ESS	802.096542846506	1801	538.794057140485	1801	1613.49997358611	1732.18550797485	1801	1801	1801	1759.50220737082	1636.58469516392	1801	1801	1522.28653523863	1522.28653523871	559.067554340856	952.092743341019	688.392414967433	470.891527790936	1800.15241757831	1676.44161225195
n.samples	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801
chain.length	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07
log.every	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000
