trace	total.br.len	tree.height
mean	90.5367926524607	46.3802809439386
stderr.of.mean	0.0642277276306609	0.0073454731163665
stdev	2.12367468520697	0.29904096007801
variance	4.50999416858893	0.0894254958043782
median	90.3632684270075	46.3113091959932
mode	numeric	numeric
geometric.mean	90.5120082325968	46.3793224585281
HPD95.lower	86.3989501843853	46.0006832975408
HPD95.upper	94.5904596220163	46.9649811000324
ACT	NA	NA
ESS	1093.88636271859	1658.30019285692
n.samples	1801	1801
chain.length	TRUE	TRUE
log.every	NA	NA
