trace	total.br.len	tree.height
mean	5484.97472579935	993.536368440314
stderr.of.mean	25.3446877954707	11.5008309531535
stdev	978.580266327619	476.48060473094
variance	957619.337645834	227033.766684762
median	5208.35959663211	845.756481329223
mode	numeric	numeric
geometric.mean	5411.86519096756	912.496506593035
HPD95.lower	4274.25630696128	458.019755298776
HPD95.upper	7480.00768776194	1900.90894204024
ACT	NA	NA
ESS	1491.62741765022	1717.40750488632
n.samples	1801	1801
chain.length	TRUE	TRUE
log.every	NA	NA
