trace	posterior	likelihood	prior	pi_0.A	pi_0.C	pi_0.G	pi_0.T	pi_1.A	pi_1.C	pi_1.G	pi_1.T	kappa.1	kappa.2	r_0	r_1	mu	Theta	psi.height	psi.treeLength	sim_0.treeLikelihood	sim_1.treeLikelihood
mean	-25699.4940911406	-25047.0836774381	-652.410413702498	0.132988252383327	0.251322215556425	0.025954667570055	0.589734864490195	0.29371390079894	0.115939125296613	0.404217186147469	0.186129787756981	1.78186533362174	3.80339635760373	2.76145668252657	0.119271658736721	0.0282057499550942	57.8426772250841	96.8905959811063	888.324052892577	-18505.5091117613	-6541.57456567674
stderr.of.mean	0.245360490735877	0.203729204381085	0.152742702887561	9.79904481602983e-05	0.000104547537446763	3.76531714656854e-05	0.000128848835096553	0.000306221549615711	0.000199991199580245	0.000306066137811797	0.000264248379034787	0.00176800683881719	0.00644670757059884	0.000214661195649881	0.000107330597824936	2.5934888679023e-05	0.144217637450954	0.153209245410335	0.826889774967944	0.193228948109578	0.148610265879917
stdev	9.26225161823485	8.400242938491	4.46943696067536	0.00407908674764239	0.00441157634155349	0.00159748852606789	0.00546659225907549	0.0112972384320498	0.00848490669464991	0.0129852844883955	0.0112111075138735	0.0750101659190638	0.273510596161391	0.00910730182065047	0.00455365091032501	0.000804014438004457	5.49662971286896	5.74368049873416	27.622742357961	7.8356806073868	6.07100126390175
variance	85.7893050394941	70.5640814256678	19.975866745451	1.66389486947918e-05	1.94620058173544e-05	2.55196959091857e-06	2.98836309269841e-05	0.000127627596190583	7.19936416169149e-05	0.000168617613244565	0.00012568893168763	0.00562652499120548	0.0748080462125593	8.29429464524233e-05	2.07357366131038e-05	6.46439216519624e-07	30.2129382003939	32.989865671539	763.015895374293	61.3978905809776	36.8570563462967
median	-25699.313589596	-25046.9258047777	-652.364807446318	0.132942149932259	0.251317180092325	0.0259075662330861	0.589685369773107	0.29393353644546	0.115858038879596	0.404440070756299	0.185972403474595	1.77924282229604	3.78948054319806	2.76117185880809	0.119414070595957	0.0281991919581488	57.5166983643997	96.4029846338975	886.991175675598	-18505.0926331752	-6541.2713077631
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	0.132925750411556	0.251283467348904	0.025905549007173	0.589709546695311	0.293496443246734	0.115629031146761	0.404008177296507	0.18579327904005	1.78028825507199	3.79356711545535	2.76144167634412	0.119184388410741	0.0281943026234857	57.5853548663786	96.7222797890397	887.896400002368	NaN	NaN
HPD95.lower	-25716.1204441519	-25062.8631271979	-661.343249554738	0.124631577704223	0.242433349054441	0.02284667506881	0.578686734255569	0.272081033581286	0.100215884357663	0.376806963872063	0.164212420101196	1.63028987954572	3.24489289898259	2.74365201678911	0.110700865725918	0.0265487464413435	47.8789040146249	84.9430556612328	838.788191644384	-18521.9829260503	-6552.88156741342
HPD95.upper	-25680.0078448643	-25030.2635096459	-644.263991414363	0.140164316747468	0.259395448132075	0.0290261567066185	0.59976303023228	0.316417895556709	0.132822412253452	0.427100346672598	0.207274041942266	1.92026154283728	4.30634541582942	2.77859826854818	0.128173991605456	0.0296407503671618	69.0506715053278	107.197658482491	945.05489850175	-18491.8521135552	-6529.68492801238
ACT	31578.2815964522	26468.8617508571	52556.6518433839	25968.9257682421	25272.7439394479	25000	25000	33062.7741082116	25000	25000	25000	25000	25000	25000	25000	46822.3773717439	30978.1993978216	32018.5587921498	40324.9685722719	27365.495018883	26964.3127369308
ESS	1425.82172695105	1701.05539194718	856.694603266817	1733.8029459448	1781.56357330559	1801	1801	1361.80345462353	1801	1801	1801	1801	1801	1801	1801	961.612855377383	1453.44148062932	1406.21569797324	1116.55387701802	1645.32013650517	1669.79965108968
n.samples	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801
chain.length	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07
log.every	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000
