trace	posterior	likelihood	prior	pi_0.A	pi_0.C	pi_0.G	pi_0.T	pi_1.A	pi_1.C	pi_1.G	pi_1.T	kappa.1	kappa.2	r_0	r_1	mu	Theta	psi.height	psi.treeLength	sim_0.treeLikelihood	sim_1.treeLikelihood
mean	-30899.8905294146	-29813.7680481965	-1086.12248121806	0.566697269346992	0.151209062758701	0.0264675639347239	0.255626103959578	0.248906622021388	0.0375214300971555	0.244303731001719	0.469268216879744	1.0925701860012	3.03122950969151	1.26956475550094	0.865217622249532	0.0014973239201553	1681.10307021556	3752.26986899793	19712.2389889173	-11142.8560957381	-18670.9119524584
stderr.of.mean	0.581391963757443	0.19074206326485	0.554753373734125	0.000187924968313522	0.000123682339938021	5.12189817323739e-05	0.000164891305304253	0.000124101633618304	5.31601711158845e-05	0.000122412485708938	0.000163094451026109	0.00163370383162645	0.00270475623286027	0.00051218776415199	0.000256093882075995	5.8895923944096e-06	7.81773442457707	47.3685856611177	124.389711309069	0.170767541510318	0.205752731981903
stdev	13.2332917987415	8.09249913468259	10.5326600637456	0.00776885012928251	0.00524739646720807	0.00217303702316059	0.00657441747727505	0.00526518558874106	0.00200298963449962	0.00519352112333198	0.00691951046984162	0.069312172771285	0.114753070713913	0.0217302831229194	0.0108651415614597	0.000111080595631291	200.125129484723	1866.63046636446	4192.83071738052	6.79381064194701	7.53583950567809
variance	175.120011830639	65.4885422448384	110.936928018422	6.03550323312529e-05	2.75351696840677e-05	4.72208990402664e-06	4.32229651654996e-05	2.77221792838865e-05	4.01196747591292e-06	2.69726616584955e-05	4.78796251422478e-05	0.00480417729427646	0.0131682672382724	0.000472205204602234	0.000118051301150559	1.23388987258023e-08	40050.0674512771	3484309.29795999	17579829.4246097	46.1558630386324	56.7888770553387
median	-30899.4305669487	-29813.5152528764	-1085.97209699499	0.566775314498395	0.151211159594501	0.0264171112099137	0.25546687332289	0.248682419578312	0.0374250694712808	0.244221790660159	0.469052736310276	1.09185586478155	3.03254148044606	1.26906246737804	0.865468766310984	0.00149644551142525	1663.24787645311	3224.28481819999	18720.3816929649	-11142.8091917745	-18670.603213229
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	0.566644025459091	0.151118020769099	0.0263786562342485	0.255541657049368	0.248850985692384	0.0374680939134466	0.244248614961085	0.469217258103787	1.09037552314019	3.02905508921954	1.26937916765324	0.865149331981466	0.00149317170016769	1669.46372805534	3397.76965569434	19325.3038212439	NaN	NaN
HPD95.lower	-30926.7690550739	-29831.0570498601	-1106.92016504904	0.550140779412077	0.141558078595383	0.0223908535518435	0.243633827383222	0.239697223538	0.0334333783499885	0.234671401340532	0.456703907489311	0.961081103716156	2.79916264157035	1.23070320121231	0.841821255245861	0.00128842969247299	1306.5468261525	1363.62351038908	13834.7614157028	-11155.6695753367	-18685.7453955271
HPD95.upper	-30874.7492565295	-29799.0859504589	-1066.40551846409	0.58112300617238	0.161807972231519	0.0306749185085041	0.269186277372894	0.259988905255071	0.0412466952432803	0.253966532067699	0.483830423840127	1.23309938460483	3.240179099181	1.31635748950828	0.884648399393845	0.00171061208849235	2083.68443521925	7311.88932766605	28108.4284816567	-11129.4069569787	-18656.562381695
ACT	86858.9651450767	25000	124834.937546669	26331.0309898328	25000	25000	28306.9667504425	25000	31697.697501689	25000	25000	25000	25000	25000	25000	126504.641027711	68670.6176835729	28978.5409505764	39606.5161306516	28431.2632045592	33545.9673287702
ESS	518.369058678016	1801	360.676272883685	1709.95962966226	1801	1801	1590.59783398715	1801	1420.45017615556	1801	1801	1801	1801	1801	1801	355.915795928288	655.666157066921	1553.73592054863	1136.80788917344	1583.64402158466	1342.1881550986
n.samples	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801
chain.length	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07
log.every	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000
