trace	total.br.len	tree.height
mean	448.757707039028	64.7737516184463
stderr.of.mean	0.267267517071122	0.0556025364516556
stdev	9.31512451512191	2.2917285565996
variance	86.7715447322252	5.25201977713409
median	448.345787263674	64.5903157929874
mode	numeric	numeric
geometric.mean	448.661259265574	64.7336367971594
HPD95.lower	431.445449584076	60.4414845413028
HPD95.upper	467.159568865726	69.1591521710905
ACT	NA	NA
ESS	1215.41981563638	1699.72431673926
n.samples	1801	1801
chain.length	TRUE	TRUE
log.every	NA	NA
