trace	total.br.len	tree.height
mean	720.235108881045	79.3960665868092
stderr.of.mean	0.600838410726446	0.0625434701625694
stdev	18.4490672497714	2.65001028576447
variance	340.368082386588	7.02255451465748
median	720.159387461219	79.3191778293379
mode	numeric	numeric
geometric.mean	719.998906715232	79.3519012529183
HPD95.lower	684.544653448851	74.3803396079782
HPD95.upper	755.89076586952	84.482089366686
ACT	NA	NA
ESS	943.354210596623	1796.27370736506
n.samples	1801	1801
chain.length	TRUE	TRUE
log.every	NA	NA
