trace	posterior	likelihood	prior	pi_0.A	pi_0.C	pi_0.G	pi_0.T	pi_1.A	pi_1.C	pi_1.G	pi_1.T	kappa.1	kappa.2	r_0	r_1	mu	Theta	psi.height	psi.treeLength	sim_0.treeLikelihood	sim_1.treeLikelihood
mean	-8280.59902108082	-7803.04809252573	-477.550928555086	0.0415412587312827	0.214840283010382	0.227598809495956	0.516019648762376	0.281474794156172	0.165706052741542	0.0892765738224857	0.463542579279803	1.95044148548059	2.06177578504803	0.538040956060476	1.23097952196974	0.00498048134083435	15.6597915252795	77.2565030289463	444.36520614418	-1700.42190607257	-6102.62618645316
stderr.of.mean	0.285469318824271	0.195677818949464	0.210996209125079	0.000221519563488934	0.000465339717414782	0.000510932563889438	0.000570145512623333	0.000299338763695842	0.000215610826670414	0.000165591159636123	0.0003184498061279	0.00639538096691014	0.00347084125524591	0.000800838038558537	0.000400419019279276	6.27565835972396e-06	0.0403107800131491	0.0833813905426928	0.459932799595267	0.125550824033823	0.178335393384605
stdev	10.384642138314	8.30190548125902	6.50207024927971	0.00853988189997342	0.018658736692196	0.0216770294940937	0.0238168986606278	0.0126998662210233	0.00914759124648759	0.00702543682882219	0.013510678957853	0.271332993126027	0.1410490858139	0.0339766752184972	0.0169883376092489	0.000219942908059484	1.63965419866751	3.29756623892735	15.0824591489759	5.32666952145541	7.55556263211248
variance	107.840792340846	68.9216346197586	42.2769175265683	7.29295828654937e-05	0.0003481484549487	0.000469893607687806	0.000567244661810616	0.000161286602031889	8.36784256128165e-05	4.93567626357711e-05	0.000182538445902172	0.0736215931587285	0.0198948446089371	0.00115441445890324	0.000288603614725822	4.83748828056626e-08	2.688465891208	10.8739431001135	227.480573980528	28.373408190802	57.0865266877744
median	-8280.12214271479	-7802.67397873091	-477.585118466166	0.0410754475993983	0.214320309870283	0.227859694507278	0.515834198001275	0.281553732393762	0.165685896503019	0.0892329883452278	0.463367564456464	1.92944696757511	2.05846680085654	0.536148682835442	1.23192565858224	0.00497539954031317	15.5753123678795	77.062561915162	443.530571741047	-1700.13052482351	-6102.32100928105
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	0.0406750011490482	0.214026737950512	0.226560049732765	0.51546937445652	0.281187928618172	0.165454111583606	0.088999743117858	0.46334559362687	1.93184357821001	2.05695399048629	0.536974818801085	1.23086206770027	0.00497562689388646	15.575184975155	77.1865651068823	444.110660791291	NaN	NaN
HPD95.lower	-8301.79591110995	-7818.65729939222	-491.010249008059	0.0256422907752183	0.175451381487093	0.180301896425142	0.469236423195678	0.257632401097102	0.147744743079489	0.0765068865443568	0.435893251851923	1.44908772215296	1.80504654486086	0.476950305706876	1.19481241951253	0.00457707402440971	12.5636117896038	71.0840197937131	416.242414507441	-1711.17445508547	-6116.6452840724
HPD95.upper	-8261.57864664121	-7787.02771665094	-465.585504680734	0.0587191917195098	0.247427658989519	0.266260752747535	0.564677717196817	0.307572561862972	0.183005991586622	0.103349903819669	0.489478716262859	2.49460875831786	2.35394370275842	0.610375160974924	1.26152484714654	0.0054470985364787	18.8912525724786	83.3856803871229	475.072954889239	-1690.73335838748	-6088.02378774187
ACT	34005.4234404692	25000	47386.9078167286	30278.3931714908	27989.0495595803	25000	25787.7459594024	25000	25000	25000	25000	25000	27248.4203420682	25000	25000	36636.2521906285	27198.8318718642	28771.5719638381	41846.2772528605	25000	25069.9719414689
ESS	1324.05350219567	1801	950.156954197911	1487.03399632164	1608.66484244687	1801	1745.98431638355	1801	1801	1801	1801	1801	1652.3893655034	1801	1801	1228.97396179398	1655.40197505968	1564.91275682087	1075.96190045608	1801	1795.97329048155
n.samples	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801
chain.length	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07
log.every	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000
