trace	total.br.len	tree.height
mean	366.697480125821	72.4019847598922
stderr.of.mean	0.4450938419762	0.0884393827107287
stdev	14.8414443798514	3.66039172359134
variance	220.268471280224	13.398467570136
median	365.638681021533	72.2497197491877
mode	numeric	numeric
geometric.mean	366.398596602008	72.3102501433543
HPD95.lower	338.523928426187	65.8863958728376
HPD95.upper	395.948575098258	79.5685526575477
ACT	NA	NA
ESS	1112.47563502837	1713.97730043857
n.samples	1801	1801
chain.length	TRUE	TRUE
log.every	NA	NA
