trace	posterior	likelihood	prior	pi_0.A	pi_0.C	pi_0.G	pi_0.T	pi_1.A	pi_1.C	pi_1.G	pi_1.T	kappa.1	kappa.2	r_0	r_1	mu	Theta	psi.height	psi.treeLength	sim_0.treeLikelihood	sim_1.treeLikelihood
mean	-7151.97112753991	-6632.6077405988	-519.363386941115	0.0905129618638773	0.0628686469410334	0.383357878472084	0.463260512723006	0.591247189518153	0.0877823493350883	0.0610178060611696	0.259952655085594	5.04394018871868	1.6990302876796	2.30509551975384	0.347452240123096	0.00414678121748681	21.1745944841777	109.392984167321	538.97515798674	-4311.41671953938	-2321.19102105942
stderr.of.mean	0.29481828931415	0.196529795056885	0.261531000486378	0.000176369888818584	0.000135531592664826	0.000374053674115431	0.000369182182323794	0.000434652123461327	0.000231456244237047	0.000188200600852336	0.000391404585651551	0.00955593991719603	0.0054469793754592	0.000977597221640704	0.000488798610820376	6.97347520880055e-06	0.0570203449792559	0.207719707814076	0.830720142173213	0.174230593818244	0.121875580969705
stdev	10.7334667041823	8.00246864933785	7.21745350428385	0.00696207631897682	0.00575011760693464	0.0150983824730703	0.015663071059723	0.0184407249916067	0.00981985527546903	0.0079846740329611	0.0166058876394658	0.402207187104744	0.231095727539299	0.0403178010359391	0.0201589005179697	0.000207570759170508	2.23673682230141	7.96643005103189	24.3531868362359	7.21500644604754	4.84274722604374
variance	115.207307489789	64.0395044836351	52.0916350864993	4.84705066712578e-05	3.30638524935797e-05	0.000227961153303115	0.000245331795021933	0.000340060338216066	9.6429557631157e-05	6.37550194126433e-05	0.000275755504294562	0.16177062135871	0.0534052352869178	0.00162552508037357	0.000406381270093401	4.30856200626209e-08	5.00299161223899	63.4640077579839	593.077709080613	52.0563180165076	23.4522006953543
median	-7151.57127661329	-6632.24158534394	-519.237594240772	0.0902722313388347	0.0627685211334637	0.383431852346643	0.463127141388322	0.591268176598571	0.0873724080057981	0.060633079690617	0.260154781414407	5.0081527682385	1.67877714749344	2.30441470471339	0.347792647643321	0.00414389761115862	21.062974802805	108.82191173006	537.835961147937	-4311.14988467661	-2321.11958894427
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	0.0902450006321247	0.0626057143972873	0.38306089414333	0.462995584968055	0.590959506218816	0.0872343971815583	0.0604948432739151	0.259421152503604	5.02807298240967	1.68357693966238	2.30474351879086	0.346862253005823	0.00414159137434088	21.0583134555999	109.107582653097	538.428855776542	NaN	NaN
HPD95.lower	-7172.99352062488	-6647.10290383281	-534.42637220987	0.0770282889397596	0.0516448229909949	0.356216789659784	0.431566548060615	0.553778657034172	0.0689841271093921	0.0450506700497491	0.229651054187675	4.33875705184017	1.30768625168666	2.2277732183564	0.307090205903884	0.00375952447041061	17.0992186598336	94.6965336517053	493.367492142386	-4326.22885866453	-2330.70595374179
HPD95.upper	-7130.70129762905	-6615.57961326209	-506.287562021891	0.104243648361909	0.0737190731149086	0.414300349790457	0.494303375128653	0.626075199128136	0.107564763031558	0.0757854904846562	0.29213297863674	5.85279905956471	2.19114645852248	2.38581958819226	0.386113390821817	0.00455842027739589	25.6024455265857	125.886821073649	588.602993155558	-4298.30802634768	-2312.20481292918
ACT	33950.1108494369	27140.710926797	59086.8367753023	28879.1031863127	25000	27619.7271590154	25000	25000	25000	25000	25000	25401.5107548998	25000	26456.879684526	26456.879684528	50790.0400031557	29244.3710788482	30594.2838306117	52361.2806507717	26241.44623431	28501.1363340098
ESS	1326.21069190844	1658.94696426486	762.014053506076	1559.08581057807	1801	1630.17540835132	1801	1801	1801	1801	1801	1772.53236763939	1801	1701.82578357243	1701.8257835723	886.492705995162	1539.612525043	1471.68014290791	859.891114969061	1715.7972010373	1579.76157414723
n.samples	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801
chain.length	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07
log.every	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000
