trace	posterior	likelihood	prior	pi_0.A	pi_0.C	pi_0.G	pi_0.T	pi_1.A	pi_1.C	pi_1.G	pi_1.T	kappa.1	kappa.2	r_0	r_1	mu	Theta	psi.height	psi.treeLength	sim_0.treeLikelihood	sim_1.treeLikelihood
mean	-2017.48291781424	-1669.00556175013	-348.477356064103	0.167430221327167	0.222982278624324	0.342129935786809	0.267457564261699	0.179426242221407	0.241792532942953	0.415537786603351	0.163243438232285	3.13578785846252	1.55499427394855	2.46066442936388	0.269667785318062	0.000847430692469265	5.83541602895449	54.6043466045933	224.729464471548	-963.427916718886	-705.577645031249
stderr.of.mean	0.51675654218868	0.148768098618642	0.489480865215685	0.000488704848255005	0.000552652067536011	0.000663488965738669	0.000609037448961045	0.000442477006504366	0.000484965856225528	0.00055516614911824	0.000405017161565254	0.0145620019627061	0.0128708978322877	0.00260551829763033	0.00130275914881516	2.70175003864241e-06	0.0267488242760636	0.0788171543540817	0.459587221017572	0.131753487069875	0.0686801698127726
stdev	17.1637106268694	6.20667103080721	16.445075309769	0.0207339875323012	0.0234470378571179	0.0280910669041516	0.0255571052401224	0.018354438900338	0.0205753555596507	0.0235537012887725	0.0171834202346201	0.617813324787292	0.54145556140743	0.11054276234653	0.0552713811732648	9.94151146170953e-05	0.927634668440284	3.34392814301746	15.94123737371	5.53582960969441	2.81371056368235
variance	294.592962482911	38.5227652846614	270.440501943972	0.000429898238989623	0.000549763584273119	0.000789108039813519	0.000653165628254692	0.00033688542734624	0.00042334525640605	0.000554776844400722	0.000295269930959551	0.381693304284728	0.293174124979035	0.0122197023072014	0.00305492557680033	9.8833650143302e-09	0.860506078092316	11.1818554256642	254.123049004967	30.6454094675694	7.91696713617762
median	-2017.0191530238	-1668.60683570411	-348.067604073549	0.166289291710753	0.222669735261082	0.341456721038228	0.26708432798849	0.178524042471728	0.241606707669271	0.414658476975889	0.163409028577232	3.07318486841209	1.47585995589994	2.46355870687923	0.268220646560397	0.000843381853221823	5.74202927462389	54.2276788917949	223.527385002747	-962.946981964241	-705.432613399211
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	0.166150281632472	0.221751230954014	0.34097448033592	0.266238850189361	0.178488407095147	0.240917841475583	0.414869433230203	0.162335994503116	3.07736517967177	1.46699864673269	2.45816583291371	0.263828300259751	0.000841564164026624	5.76352034690795	54.5048715229991	224.172961045613	NaN	NaN
HPD95.lower	-2050.59676791035	-1681.66499821132	-380.908357582174	0.129370296158462	0.174858363255303	0.286467690314962	0.221298152166738	0.145342677081624	0.203050084674187	0.371421773685218	0.131017672765452	2.03360460880138	0.668737181151142	2.24431879511096	0.163508737629684	0.000656172595511709	4.17037259594445	48.6666000192949	196.847286473818	-974.245148417067	-710.927603867972
HPD95.upper	-1983.55723766371	-1658.02663611459	-316.377355775209	0.208134948856482	0.267461316750488	0.399028745235103	0.320711366875017	0.21489572677363	0.281920700273303	0.459513397902616	0.197895649326654	4.3772353943612	2.69257156667658	2.67298252474066	0.37784060244453	0.00103505034932658	7.60987164050226	61.0014910445892	257.879921492925	-953.051955836335	-700.02196125942
ACT	40790.7770950618	25853.2145278177	39866.8649051945	25000	25000	25104.0228092361	25555.0686791449	26152.4011530612	25000	25000	25000	25000	25427.5447913864	25000	25000	33235.1679161024	37416.9025519413	25000	37402.8082896045	25490.0793773998	26811.2003603791
ESS	1103.80343809265	1741.56292833735	1129.38401620172	1801	1801	1793.53724867692	1761.88139289738	1721.63923826665	1801	1801	1801	1801	1770.71755725516	1801	1801	1354.73965751157	1203.33317108484	1801	1203.78661546957	1766.37347155225	1679.33547900887
n.samples	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801
chain.length	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07
log.every	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000
