trace	posterior	likelihood	prior	pi_0.A	pi_0.C	pi_0.G	pi_0.T	pi_1.A	pi_1.C	pi_1.G	pi_1.T	kappa.1	kappa.2	r_0	r_1	mu	Theta	psi.height	psi.treeLength	sim_0.treeLikelihood	sim_1.treeLikelihood
mean	-6913.84796902552	-6308.30864607155	-605.539322953965	0.116092427353721	0.239626387796899	0.370896041142741	0.273385143706636	0.0665225420416904	0.453238353178404	0.23756527694101	0.242673827838894	4.38100051927573	1.89557534588675	0.0935871484648756	1.45320642576757	0.00222097954620101	42.0711900514634	98.6870699233737	763.38026819222	-531.671262132814	-5776.63738393874
stderr.of.mean	0.346851866442399	0.198887133193387	0.2781511182395	0.000565319615151039	0.000629664430035531	0.000740596106852437	0.000676446169707661	0.00014572889198426	0.000323701935805892	0.00030167418851111	0.000269458327953973	0.0328018691482498	0.00324897289975015	0.000391228629695445	0.000195614314847723	3.66606224659682e-06	0.120165496619337	0.16525688394472	1.1426751978673	0.0517904496034672	0.195121744163058
stdev	11.2351264174922	8.3785317764156	8.02327366430029	0.0198715225346259	0.0267143951784124	0.0314208269076488	0.0285562482996943	0.00610734047424509	0.0136139656707274	0.0127989498891622	0.011432146892386	1.34733722233755	0.137842224886326	0.0165984224616327	0.00829921123081636	0.000122292599266704	4.64286309191574	6.1504920446206	35.0199028581408	2.15289553779998	8.0252278337775
variance	126.22806561703	70.1997947284059	64.3729202922546	0.000394877407844145	0.000713658909748382	0.000987268363560424	0.000815459316953796	3.72996076683522e-05	0.000185340061283745	0.000163813118265286	0.00013069398256909	1.81531759069627	0.0190004789616125	0.000275507628214832	6.88769070537085e-05	1.49554798354065e-08	21.5561776902734	37.8285523909413	1226.39359619362	4.63495919667908	64.404281784037
median	-6913.4545403837	-6308.04997829799	-605.333105511281	0.115399651267933	0.238923515166064	0.370730758511443	0.273100614960093	0.0662276759310104	0.453624396137781	0.237211042851786	0.242697036592041	4.18740998329055	1.89250006687961	0.0919305111044239	1.45403474444779	0.00221965265641471	41.7631631824604	98.4224279696485	762.401557873206	-531.52215044247	-5776.31556882322
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	0.114377873438216	0.238126069845812	0.369555802826422	0.271885798026192	0.066242290374465	0.453033735621395	0.237220305602578	0.242404547148434	4.18879510318245	1.89059935580103	0.0921475139943825	1.4531826938623	0.00221761480429989	41.8186627691421	98.4965609994818	762.579573573948	NaN	NaN
HPD95.lower	-6935.21872019469	-6324.81270480426	-621.67717252378	0.0789243168448385	0.186869673980436	0.304750066157767	0.218761213483716	0.05519762818818	0.427586704582486	0.211536394339582	0.221654270729052	2.18192346690043	1.64600835477251	0.0617567496108785	1.43706237117668	0.00197331649321567	33.5165010763795	87.0721088477122	695.770498937006	-535.800847540012	-5790.73707918708
HPD95.upper	-6892.03965482535	-6292.75407470565	-591.100085527642	0.156703900666957	0.290842827526623	0.424580691400558	0.328123237189956	0.078322176171349	0.479550629807257	0.262197983417567	0.265220435413036	7.17877047486925	2.17580293941212	0.12587525764665	1.46912162519457	0.00245400794655228	51.169035478902	110.553915013037	834.067514139774	-527.427777440121	-5760.01510348427
ACT	42888.8621486237	25356.5353893312	54084.2471592442	36419.854119209	25000	25000	25250.8827107367	25621.198530916	25440.970279298	25000	25000	26672.0838199746	25000	25000	25000	40440.0512591934	30143.9524568818	32487.1621862888	47910.2136536741	26041.4898557936	26601.6746215078
ESS	1049.8063540127	1775.67634176648	832.497489840795	1236.27623143752	1801	1801	1783.10598151309	1757.33387123441	1769.7831295624	1801	1801	1688.09457498334	1801	1801	1801	1113.37643247335	1493.66610315632	1385.93207193095	939.778735395957	1728.9717389185	1692.56261647515
n.samples	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801
chain.length	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07
log.every	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000
