trace	total.br.len	tree.height
mean	1577.40118457436	187.056508704125
stderr.of.mean	1.59291533334569	0.311667122206999
stdev	53.3309197665162	12.246095706378
variance	2844.18700314259	149.96686004977
median	1574.46970327353	186.372698742554
mode	numeric	numeric
geometric.mean	1576.50420533046	186.660596138689
HPD95.lower	1477.08377385713	165.372889809432
HPD95.upper	1683.52446362281	212.198260552207
ACT	NA	NA
ESS	1121.53828602081	1544.73738894397
n.samples	1801	1801
chain.length	TRUE	TRUE
log.every	NA	NA
