trace	total.br.len	tree.height
mean	1978.31778677811	277.700659596314
stderr.of.mean	2.77940812320294	0.907155123143511
stdev	90.309466599626	37.06394334825
variance	8155.79975750897	1373.73589652229
median	1970.67862857413	273.417558910265
mode	numeric	numeric
geometric.mean	1976.27577917141	275.30071490063
HPD95.lower	1819.06662994551	213.888768422709
HPD95.upper	2162.06533918827	352.708761940439
ACT	NA	NA
ESS	1056.3388466928	1670.24997280613
n.samples	1801	1801
chain.length	TRUE	TRUE
log.every	NA	NA
