trace	total.br.len	tree.height
mean	666.184551670348	99.85567931196
stderr.of.mean	1.23126691633853	0.206481301355199
stdev	35.9663824595583	6.98901885541976
variance	1293.58066722722	48.8463845614129
median	664.986397812764	99.519822929375
mode	numeric	numeric
geometric.mean	665.221204577439	99.6130932733856
HPD95.lower	594.068233985523	86.1775735424321
HPD95.upper	728.996724470141	112.82676192279
ACT	NA	NA
ESS	853.74945114585	1146.33699579632
n.samples	1801	1801
chain.length	TRUE	TRUE
log.every	NA	NA
