trace	posterior	likelihood	prior	pi_0.A	pi_0.C	pi_0.G	pi_0.T	pi_1.A	pi_1.C	pi_1.G	pi_1.T	kappa.1	kappa.2	r_0	r_1	mu	Theta	psi.height	psi.treeLength	sim_0.treeLikelihood	sim_1.treeLikelihood
mean	-10582.3606720376	-9937.82052185801	-644.540150179591	0.281004014823771	0.248770657370851	0.174822923776487	0.295402404028887	0.392414257321807	0.0343035572284145	0.122686663019346	0.450595522430434	2.6079986566931	2.65346549814451	0.686578049237499	1.15671097538124	0.00372760301863867	56.910606608493	127.055482908723	833.508736266342	-2684.92037660618	-7252.90014525184
stderr.of.mean	0.25865265871994	0.203655859613743	0.160807027468556	0.000441551536535495	0.000397918181624959	0.000351499172354713	0.000444538925825916	0.000284670710525184	8.97796028122513e-05	0.000155061202431893	0.000308108737226953	0.00622937524585441	0.00396019758744934	0.000735072726965484	0.000367536363482736	3.94619234869959e-06	0.129438774030944	0.192841143037445	0.80272275333691	0.116279949147855	0.182133272045921
stdev	10.187030035583	8.64038502828213	5.41378325004179	0.0185257549821593	0.0168822360697818	0.0149128445998431	0.0188601864266501	0.0119312989403875	0.00348076327886113	0.00657868864908193	0.0130719446288843	0.264289967948458	0.164733710827086	0.0307557484216561	0.015377874210828	0.000146821154466102	5.49162124447262	7.57496377103039	27.2294436675463	4.9333396721905	7.72725911212336
variance	103.775580945869	74.656253436962	29.3090490784331	0.000343203597659	0.000285009894715841	0.000222392934059071	0.000355706632047996	0.000142355894404892	1.21157130034681e-05	4.32791443415594e-05	0.000170875736380616	0.0698491871581969	0.0271371954828618	0.000945916060976204	0.000236479015244049	2.1556451398759e-08	30.157903892743	57.3800761324229	741.44260244408	24.3378403212087	59.7105333858935
median	-10582.0805132712	-9937.43707356528	-644.57857799393	0.281057178506267	0.248764155967964	0.174508138460241	0.295312049568462	0.392310682818264	0.0342198235752944	0.122548492457183	0.450549597523626	2.58700981557155	2.64535971246086	0.68448384727165	1.15775807636417	0.00372658041632172	56.5682183113849	126.69920222956	832.983049659752	-2684.82914288419	-7252.55966448997
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	0.280390179087718	0.248195468632018	0.174186103157025	0.294798124105172	0.392232567810695	0.0341268746824195	0.122510823895083	0.4504058308312	2.59473394380947	2.64836009405748	0.685892739636373	1.15660856935338	0.003724709939796	56.6489115371253	126.831323856655	833.065946893251	NaN	NaN
HPD95.lower	-10602.817885023	-9955.96045748941	-655.23018110928	0.247536326394888	0.216474253627722	0.143463569968624	0.259326803143606	0.369337072669891	0.0274071550194073	0.110030481395964	0.424538403770585	2.11885321694665	2.3478084859433	0.627438828365144	1.12480810579179	0.00344284480763855	47.1149482505699	112.977463970224	779.294590262726	-2694.98305460645	-7268.79768758209
HPD95.upper	-10564.4904051918	-9922.29420766934	-634.276034390327	0.320344767979124	0.281580716186425	0.201647384776492	0.332329366593388	0.416287644284603	0.0409845616730485	0.135335404678512	0.47624549081771	3.12633449673933	2.98886188407073	0.750383788416385	1.18628058581742	0.00401308638618969	68.0556818003144	142.478262622842	885.798079399897	-2675.76880031746	-7239.2900612821
ACT	29010.225211047	25000	39702.7601094079	25563.6786027815	25000	25000	25000	25616.6595286844	29937.7227404729	25000	25000	25000	26006.453192547	25705.1652099848	25705.1652099841	32508.1017805473	25000	29164.2393398282	39108.0345228813	25000	25000
ESS	1552.03896806891	1801	1134.05213833813	1761.28798595915	1801	1801	1801	1757.64525228525	1503.95540737408	1801	1801	1801	1731.30106080376	1751.59348839784	1751.59348839788	1385.03934508236	1801	1543.84276837667	1151.29795064635	1801	1801
n.samples	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801
chain.length	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07
log.every	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000
