trace	total.br.len	tree.height
mean	271.023427590672	51.7173461345722
stderr.of.mean	0.200312430524347	0.0316721811062554
stdev	6.82975036605478	1.31227436863515
variance	46.6454900626254	1.72206401857679
median	270.551254135354	51.6627299113445
mode	numeric	numeric
geometric.mean	270.93768502809	51.7007509283288
HPD95.lower	258.635487222773	49.2724912768233
HPD95.upper	285.5692916339	54.3548445885643
ACT	NA	NA
ESS	1163.1485960001	1717.65006461841
n.samples	1801	1801
chain.length	TRUE	TRUE
log.every	NA	NA
