trace	total.br.len	tree.height
mean	582.057052239141	73.9680842068056
stderr.of.mean	0.494508815914955	0.090095464040036
stdev	12.6897703541075	3.44023526583784
variance	161.030271639986	11.8352186843144
median	581.547666748797	73.7759540015728
mode	numeric	numeric
geometric.mean	581.919132985066	73.8887278653331
HPD95.lower	557.928646612668	67.0709216425334
HPD95.upper	607.414454537653	80.610460391221
ACT	NA	NA
ESS	658.87160348146	1458.85381621565
n.samples	1801	1801
chain.length	TRUE	TRUE
log.every	NA	NA
