trace	total.br.len	tree.height
mean	1749.41338055379	209.737876188485
stderr.of.mean	2.36114929870691	0.43088625705044
stdev	68.7334972253994	17.239694149059
variance	4724.29364083399	297.2070543531
median	1746.85747875678	208.505796889563
mode	numeric	numeric
geometric.mean	1748.07227688541	209.041930065466
HPD95.lower	1627.49428380709	179.529977778608
HPD95.upper	1884.76893539767	246.162370404765
ACT	NA	NA
ESS	847.874018559639	1601.67785071415
n.samples	1801	1801
chain.length	TRUE	TRUE
log.every	NA	NA
