trace	total.br.len	tree.height
mean	108.419033172409	46.7463588050196
stderr.of.mean	0.374396793996763	0.0175652770273455
stdev	8.71867862258327	0.725931209745554
variance	76.0153569238905	0.526976121282643
median	108.076570226224	46.5234213134972
mode	numeric	numeric
geometric.mean	108.07306575746	46.740831907259
HPD95.lower	91.0078170290544	46.0000293104326
HPD95.upper	124.893831015608	48.1927083410592
ACT	NA	NA
ESS	542.598312129919	1708.92211984381
n.samples	1801	1801
chain.length	TRUE	TRUE
log.every	NA	NA
