trace	posterior	likelihood	prior	pi_0.A	pi_0.C	pi_0.G	pi_0.T	pi_1.A	pi_1.C	pi_1.G	pi_1.T	kappa.1	kappa.2	r_0	r_1	mu	Theta	psi.height	psi.treeLength	sim_0.treeLikelihood	sim_1.treeLikelihood
mean	-16625.7606214546	-16179.6297421989	-446.130879255725	0.251267229585219	0.325665824640838	0.240112931258152	0.182954014515795	0.203405382413621	0.336644740130866	0.137974317441906	0.321975560013603	3.76899096819048	1.91337970082064	0.0120023679917488	1.49399881600413	0.0190547707911382	12.1532719994328	92.8260143337683	403.207112610132	-418.642621662017	-15760.9871205369
stderr.of.mean	0.233313692899722	0.202994548782347	0.132263839246958	0.000760615325659929	0.0007717737143159	0.000660094485660447	0.000582673379986313	0.000155953452834116	0.000179422367501202	0.000122857816189324	0.000176590396312935	0.0329222789291793	0.00173524509857667	7.03370621410054e-05	3.5168531070502e-05	1.39898162632182e-05	0.0295781122749076	0.329395444150479	0.704042440147416	0.0428747437229804	0.197944638635777
stdev	9.58699783898014	8.61232799021079	4.29314853097533	0.0286840945961426	0.0304895182678514	0.0275147192736187	0.0247207340773835	0.00661654362183582	0.00761224519066922	0.00520603696137224	0.00749209484733003	1.3967737854247	0.073620203212312	0.00298414835600184	0.00149207417800089	0.000511936887669595	1.18817821961433	13.5909573116105	28.2548515972977	1.71497801791771	8.39807848073266
variance	91.9105275646098	74.1721934109683	18.4311243090157	0.000822777282800454	0.000929610724205642	0.000757059776706042	0.000611114693324709	4.37786494996562e-05	5.79462768428667e-05	2.71028208431739e-05	5.61314852013892e-05	1.95097700764965	0.00541993432102211	8.90514141062849e-06	2.22628535265704e-06	2.62079376956831e-07	1.41176748156588	184.714120646018	798.336638785316	2.94114960194097	70.527722168545
median	-16625.312069764	-16179.1962781063	-445.960936605982	0.251313153118413	0.326225820967312	0.239833468045888	0.182001122170158	0.203244954561138	0.336746983353656	0.137924949059199	0.321880003011773	3.54812635012976	1.91145830069484	0.0116740427139244	1.49416297864304	0.0190687872708488	12.0563996484176	89.9400606778458	397.2773663253	-418.461253135291	-15760.6084978621
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	0.249616643684114	0.32421915549803	0.238517278778986	0.181279557155651	0.203297920734308	0.336558775757047	0.137876099916144	0.321888439569964	3.53967574299268	1.91196355428633	0.011642881534634	1.49399807101636	0.0190478935324929	12.0959276844238	91.9195576590562	402.264480991026	NaN	NaN
HPD95.lower	-16644.1353797196	-16196.4362375415	-454.387003231574	0.192888353163716	0.262272843319921	0.191751285233024	0.131432232545449	0.190434380735418	0.322506221925495	0.128377577713742	0.307765471619003	1.52452490058746	1.77633786115528	0.0065131519958095	1.49105552648758	0.0181035184889446	9.91494037062239	71.4251749007967	358.417216540334	-422.003386473009	-15777.9538257164
HPD95.upper	-16607.0015014497	-16163.8474507355	-437.754876816138	0.303592904155233	0.381974214309847	0.300290415151254	0.228256929074459	0.216038872687517	0.351652644479141	0.148291304624541	0.337042523962235	6.52746932219363	2.05972034358952	0.0178889470248381	1.4967434240021	0.0200810146577598	14.5625542569748	120.247993242497	461.701373551548	-415.562006039283	-15745.8738854469
ACT	26651.8632534804	25000	42711.3010898682	31641.730784624	28833.0921796362	25899.6811104535	25000	25000	25000	25061.2926690257	25000	25000	25000	25000	25000	33604.9732052156	27886.2496988888	26433.0610685287	27939.84532433	28125.3760887422	25000
ESS	1689.37531953307	1801	1054.17064924488	1422.96261561897	1561.57375419483	1738.43839265756	1801	1801	1801	1796.59527521692	1801	1801	1801	1801	1801	1339.83145069171	1614.59502393375	1703.35928492243	1611.49782603815	1600.86748201821	1801
n.samples	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801
chain.length	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07
log.every	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000
