trace	total.br.len	tree.height
mean	79.8115024247046	46.5046836952221
stderr.of.mean	0.0357386447118462	0.00788717246305326
stdev	1.41595297888803	0.320485336271184
variance	2.00492283842188	0.102710850764854
median	79.7229757742087	46.463075076098
mode	numeric	numeric
geometric.mean	79.7990000985648	46.5035837840605
HPD95.lower	77.1767870663174	46.0004311048158
HPD95.upper	82.6434041942667	47.0948683032695
ACT	NA	NA
ESS	1570.59006740585	1652.01883175144
n.samples	1801	1801
chain.length	TRUE	TRUE
log.every	NA	NA
