trace	total.br.len	tree.height
mean	4479.90893645933	435.425008169117
stderr.of.mean	14.0798039571639	1.62792225950389
stdev	287.038918036719	46.9837884202596
variance	82391.3404676904	2207.47637431972
median	4472.8064116064	432.556244709513
mode	numeric	numeric
geometric.mean	4470.76652557928	432.913873850199
HPD95.lower	3925.44802960702	351.857536092639
HPD95.upper	5039.48520116001	536.146752258867
ACT	NA	NA
ESS	415.843286700871	833.431830088076
n.samples	1801	1801
chain.length	TRUE	TRUE
log.every	NA	NA
