trace	total.br.len	tree.height
mean	631.106792235824	99.0154472706019
stderr.of.mean	0.8530844168938	0.171444498665036
stdev	28.4859251139437	6.74366241189472
variance	811.447929597209	45.4769827256018
median	630.578499937959	98.6512960629832
mode	numeric	numeric
geometric.mean	630.467220507796	98.7879885397361
HPD95.lower	574.935661191875	84.9773125679183
HPD95.upper	687.165965224959	111.443017374407
ACT	NA	NA
ESS	1115.62433910647	1548.05318241691
n.samples	1801	1801
chain.length	TRUE	TRUE
log.every	NA	NA
