trace	total.br.len	tree.height
mean	538.97515798674	109.392984167321
stderr.of.mean	0.830720142173212	0.207719707814076
stdev	24.3531868362359	7.96643005103189
variance	593.077709080613	63.4640077579839
median	537.835961147937	108.82191173006
mode	numeric	numeric
geometric.mean	538.428855776542	109.107582653097
HPD95.lower	493.367492142386	94.6965336517052
HPD95.upper	588.602993155558	125.886821073649
ACT	NA	NA
ESS	859.891114969061	1471.68014290791
n.samples	1801	1801
chain.length	TRUE	TRUE
log.every	NA	NA
