trace	posterior	likelihood	prior	pi_0.A	pi_0.C	pi_0.G	pi_0.T	pi_1.A	pi_1.C	pi_1.G	pi_1.T	kappa.1	kappa.2	r_0	r_1	mu	Theta	psi.height	psi.treeLength	sim_0.treeLikelihood	sim_1.treeLikelihood
mean	-10992.0508147186	-10425.1700988154	-566.880715903195	0.265818979668532	0.36240799324663	0.355950105507563	0.0158229215772742	0.193358642535023	0.454556610512751	0.156362577186562	0.195722169765664	1.35748724321769	3.20239213161823	1.67985537398735	0.660072313006327	0.00557196064571351	30.8284460687157	58.79743382303	551.331013933805	-5175.1495968129	-5250.0205020025
stderr.of.mean	0.255646983978762	0.205642714742976	0.181329636401558	0.000305707918334299	0.000382319624084991	0.000340669296109429	7.02059636445716e-05	0.000277402789377996	0.00035773266365556	0.000249671087978736	0.000247995005946216	0.00246449912650535	0.00578921121886202	0.000854369216693264	0.000427184608346632	6.22332088515416e-06	0.0846426517593611	0.0531190618455394	0.508421424642339	0.161138907598823	0.161764494554004
stdev	10.0803489661818	8.6478932247	5.32924910068065	0.0129700865254393	0.0162204454231156	0.0144533719348024	0.00295768492279072	0.0117692017931194	0.0149858101564046	0.0105926455278914	0.010521535400604	0.104559826539036	0.245615392731096	0.0362478104118515	0.0181239052059258	0.000202509130813301	3.02763253124673	2.06018711226852	15.2373163998363	6.83654380154479	6.86308520414271
variance	101.613435280003	74.7860572258121	28.4008959771055	0.000168223144477383	0.000263102849724271	0.000208899960285733	8.74790010250356e-06	0.000138514110847165	0.0002245745060438	0.000112204139279557	0.000110702707186162	0.0109327573258733	0.0603269211464503	0.00131390375965353	0.000328475939913383	4.10099480627585e-08	9.16655874426351	4.2443709375573	232.17581106872	46.7383311504405	47.1019385193226
median	-10991.6541593572	-10424.8637431887	-566.76919570562	0.265301035097648	0.362641463838321	0.355939822242749	0.0155706462022065	0.193205467893554	0.454529891343827	0.156388395933166	0.195770481614034	1.35151884461094	3.195576703208	1.67779452687374	0.66110273656313	0.00557098845638571	30.6311382043511	58.7033436626625	550.989733545506	-5174.98711249433	-5249.4838347477
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	0.265503222976175	0.362044074094822	0.355656988725937	0.0155469538859385	0.193001164352716	0.454309447645364	0.156003112193772	0.195439090355465	1.35349344454803	3.19303105180375	1.67946544642339	0.659822459766717	0.00556828246685525	30.6815354330725	58.7615683639987	551.120931497925	NaN	NaN
HPD95.lower	-11010.4210910236	-10442.3190463498	-577.084363782083	0.241061956329949	0.330390590388148	0.325276602274274	0.0102127542558749	0.170381864313511	0.426274112415398	0.136362964667771	0.175928040660094	1.16325764952263	2.73468549843267	1.60956845712695	0.624404406166384	0.00518010110753869	24.8568592191865	54.702919770571	523.813942931423	-5187.76538571632	-5263.03568414055
HPD95.upper	-10972.9821668397	-10408.7607774339	-556.223015736405	0.291989206934497	0.39299478290537	0.38184138804567	0.0218023694344168	0.215057971158774	0.484328260041345	0.176476265798474	0.216633043978268	1.57169444256169	3.6728582922174	1.75119118766723	0.695215771436525	0.00596556475888481	36.6874920273193	62.7126763672622	582.502839249281	-5161.33733774299	-5236.75659537627
ACT	28942.9365611641	25445.9341614515	52097.6243569381	25000	25000	25000	25354.5889700689	25000	25643.0169351164	25000	25000	25000	25000	25000	25000	42497.9077564764	35170.988573552	29915.7461940554	50100.6193663137	25000	25000
ESS	1555.64726146051	1769.43788796755	864.242862429173	1801	1801	1801	1775.81265676016	1801	1755.83864074672	1801	1801	1801	1801	1801	1801	1059.46392133007	1280.17442290087	1505.06023509943	898.691484646068	1801	1801
n.samples	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801
chain.length	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07
log.every	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000
