trace	posterior	likelihood	prior	pi_0.A	pi_0.C	pi_0.G	pi_0.T	pi_1.A	pi_1.C	pi_1.G	pi_1.T	kappa.1	kappa.2	r_0	r_1	mu	Theta	psi.height	psi.treeLength	sim_0.treeLikelihood	sim_1.treeLikelihood
mean	-35222.530224116	-34561.4218321631	-661.10839195291	0.090063294015224	0.299223127374314	0.0668281790226427	0.543885399587809	0.0737411564804735	0.329349907109653	0.180940467525867	0.41596846888401	2.95719738676913	2.91984095413002	0.942006026061646	1.02899698696918	0.0232879173012764	63.1464099202072	185.635119643681	1147.55061320334	-10627.9122070962	-23933.509625067
stderr.of.mean	0.258595016346667	0.200280308156336	0.15036503293138	0.000132379460290463	0.000172227958063475	0.000106609694277716	0.000198770176964232	7.65092662855491e-05	0.00012900589333011	0.000121690337989243	0.000133151839970322	0.00393202824982165	0.00236248449982839	0.000413408108788542	0.000206704054394274	1.79771765681584e-05	0.146984990651592	1.66692942710011	3.41624058731629	0.157026632082359	0.196631609903436
stdev	9.31486503818419	8.39809876129941	3.70744720260714	0.00561638397694598	0.00730701229577013	0.00452306556783577	0.00843310310033843	0.00301695480521914	0.00529269491054052	0.00516288299508322	0.00564915326644571	0.166821804611846	0.094274037521676	0.0175394179206121	0.00876970896030616	0.000521775309129088	5.89579481208372	61.2489858915064	125.221992406166	6.33129476127952	7.95881335528589
variance	86.7667106795862	70.5280628045388	13.7451647601195	3.15437689764955e-05	5.33924286905359e-05	2.04581221309415e-05	7.11172279009376e-05	9.10201629673488e-06	2.80126194160615e-05	2.66553608209195e-05	3.19129326277942e-05	0.027829514493953	0.00888759415063838	0.000307631180993889	7.69077952484741e-05	2.72249473216755e-07	34.7603964661933	3751.43827273794	15680.5473821698	40.0852933542055	63.342710024277
median	-35221.979587081	-34561.3431769926	-661.002551726661	0.0899607831467185	0.299479907837668	0.0667205333464906	0.54405497198833	0.0737254605447998	0.329303340758617	0.180910533923002	0.41606310879836	2.94665340478164	2.91995991640924	0.941008913469155	1.02949554326543	0.0232870906098339	62.7680062789884	168.626223151834	1115.61145053383	-10627.9018895736	-23933.5502682546
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	0.0898884969155785	0.299133855571473	0.0666754079300292	0.54382007393541	0.0736794502933996	0.329307377918173	0.180866991194666	0.415930106129828	2.95252029098544	2.91832248759197	0.941843316491329	1.02895957464342	0.0232820732779558	62.8734810157733	177.611483539879	1141.35790305704	NaN	NaN
HPD95.lower	-35239.6042811721	-34578.6002463463	-668.459815198279	0.0797443386451361	0.284098722471262	0.0582443571606731	0.527430052895458	0.0676769254675305	0.319106190496331	0.171593908256572	0.405399065756642	2.66678995677826	2.73237448615225	0.91084357443227	1.0095997363758	0.0222918144861177	52.2477559337962	110.810417691829	982.277093563821	-10640.9304971064	-23948.0804941612
HPD95.upper	-35203.5287167014	-34546.0639100028	-654.138782629553	0.101967992567198	0.312526669842793	0.0757729084358099	0.559801304814885	0.0795125646529348	0.339628376538788	0.191423876767895	0.427474577911738	3.29998377593919	3.0999571180424	0.980800527248422	1.04457821278387	0.0243281721852615	75.0037722111025	317.996594353205	1422.16535309295	-10616.0730576802	-23917.0797203996
ACT	34681.6337652036	25593.3376544377	74021.2026930125	25000	25000	25000	25000	28940.2877726597	26734.8504920597	25000	25000	25000	28259.6058912374	25000	25000	53418.0831312361	27968.7873335969	33331.0505168679	33492.5378480948	27680.5009501321	27467.7072220004
ESS	1298.23757164445	1759.24690276545	608.271662198354	1801	1801	1801	1801	1555.78964361701	1684.13135556425	1801	1801	1801	1593.26354986292	1801	1801	842.879365202675	1609.83025338087	1350.84251176584	1344.32930117779	1626.59628455117	1639.19760889023
n.samples	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801
chain.length	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07
log.every	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000
