trace	total.br.len	tree.height
mean	404.89289889073	60.98834759344
stderr.of.mean	0.294719361234156	0.0500670782065114
stdev	9.52643000651883	1.97539902829836
variance	90.7528686691023	3.90220132100211
median	404.597482467259	60.9023809600825
mode	numeric	numeric
geometric.mean	404.781072624392	60.9565482789712
HPD95.lower	387.397000909021	56.9513821341847
HPD95.upper	424.827875160117	64.480938096253
ACT	NA	NA
ESS	1045.404509389	1557.56621304842
n.samples	1801	1801
chain.length	TRUE	TRUE
log.every	NA	NA
