trace	total.br.len	tree.height
mean	120.232284132998	47.0976975830213
stderr.of.mean	0.0648753837579444	0.00890931133231079
stdev	2.24571340200789	0.377990009194942
variance	5.04322868395786	0.142876447051192
median	120.19115433483	47.0751204633344
mode	numeric	numeric
geometric.mean	120.211342770491	47.0961840941788
HPD95.lower	116.051330884593	46.391121589854
HPD95.upper	124.863070486187	47.8534967883159
ACT	NA	NA
ESS	1198.91977534082	1801
n.samples	1801	1801
chain.length	TRUE	TRUE
log.every	NA	NA
