trace	posterior	likelihood	prior	pi_0.A	pi_0.C	pi_0.G	pi_0.T	pi_1.A	pi_1.C	pi_1.G	pi_1.T	kappa.1	kappa.2	r_0	r_1	mu	Theta	psi.height	psi.treeLength	sim_0.treeLikelihood	sim_1.treeLikelihood
mean	-12328.3504988327	-12150.1649385838	-178.185560248915	0.493893991685227	0.225837006293831	0.109579555105758	0.170689446915182	0.281127482124857	0.202875417955297	0.413589954255259	0.102407145664585	2.26421695445364	2.12449311597084	1.18761755822761	0.906191220886193	0.0332568432429519	1.50534079199342	49.0879941612011	122.788694794452	-4604.13816100276	-7546.02677758107
stderr.of.mean	0.270656811168244	0.214321799772404	0.177293322736871	0.000371962521183199	0.000288810866851508	0.000194907390792097	0.00025211507006857	0.000269851105726857	0.000247305005271945	0.000288654810283414	0.000171122764675612	0.00384743092378983	0.00301706180850431	0.000774796358288827	0.000387398179144413	2.88666789177464e-05	0.00372105190269789	0.0123489272931768	0.0773351526579411	0.167115229181697	0.201307074326196
stdev	10.0519653081256	8.74337496236353	5.36067361814449	0.0157810308292083	0.0122532054549368	0.00826921898783378	0.0106963348904191	0.0109156026170921	0.0104922611557735	0.0122465845365056	0.00726012291866128	0.163232644591288	0.128003072089576	0.0328718204662673	0.0164359102331336	0.00101354053294061	0.149133919377549	0.515899022426325	2.50321344808683	6.76998630420018	7.80619547654902
variance	101.04200655576	76.4466057324854	28.7368216402703	0.000249040934032421	0.000150141043920892	6.83799826687507e-05	0.000114411580087997	0.000119150380494269	0.000110087544160954	0.000149978832809779	5.27093847940709e-05	0.0266448962602657	0.0163847864643692	0.00108055658076651	0.000270139145191627	1.02726441191353e-06	0.0222409259089092	0.266151801340438	6.26607756668275	45.8327145590581	60.9366878180944
median	-12327.9862568084	-12149.8127156689	-177.998214554151	0.494062621288295	0.225586186265425	0.109465604623006	0.17034762184065	0.280821923938241	0.202534581013111	0.413927067064272	0.10233766718942	2.25838106069237	2.11743172019875	1.18656139556849	0.906719302215758	0.0332563017236623	1.49496984176396	49.0702254015512	122.680519210112	-4603.90445695527	-7545.57860997742
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	0.493641862315836	0.225504960988411	0.109268548101552	0.170355694141943	0.280915819629994	0.202603556662217	0.413408457668042	0.102149579013619	2.25836239050035	2.12066239077633	1.18716342202206	0.906041977505733	0.0332414076582912	1.49804395855331	49.0852893729359	122.763224910553	NaN	NaN
HPD95.lower	-12349.3951100724	-12167.3919494145	-187.913934511936	0.462702121168135	0.20258735277013	0.0933889103917552	0.149856400059441	0.259696726659382	0.1818850317643	0.389396267339692	0.0889204370280686	1.97401554313008	1.88256431976245	1.12436758245336	0.872723727390166	0.0311687566356815	1.19805985153915	48.1163493636474	118.01340889215	-4616.80518799163	-7561.07176305119
HPD95.upper	-12310.1050148989	-12133.4633345439	-167.133928389552	0.52508295523123	0.249688315627927	0.12570367446373	0.191632575157877	0.302639400619812	0.223455480125699	0.43806251965188	0.117247979457207	2.61317476094035	2.38220961610419	1.25455254521967	0.937816208773319	0.0350980689134314	1.78310024224618	50.0697809845977	127.748337155486	-4589.79034223883	-7530.69914842914
ACT	32624.8361386023	27038.7660226415	49221.9036627235	25000	25000	25000	25000	27502.0679062318	25000	25000	25000	25000	25000	25000	25000	36502.5983768465	28015.0222638626	25783.4742638836	42950.7258278416	27420.0888232134	29926.2024287026
ESS	1380.08355992095	1665.20173155452	914.735039679055	1801	1801	1801	1801	1637.14961920364	1801	1801	1801	1801	1801	1801	1801	1233.47383479855	1607.17345058401	1746.27358358254	1048.29427517646	1642.04427966267	1504.53436607165
n.samples	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801
chain.length	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07
log.every	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000
