trace	total.br.len	tree.height
mean	4893.91622200041	823.250575010488
stderr.of.mean	14.9850346136833	4.11627310866948
stdev	368.864928093733	148.339424576879
variance	136061.335177595	22004.5848837996
median	4849.20668770207	793.761496038458
mode	numeric	numeric
geometric.mean	4880.72545654971	812.048057058961
HPD95.lower	4264.21958608321	611.981246778921
HPD95.upper	5604.99302797796	1101.91864464293
ACT	NA	NA
ESS	606.26230904693	1299.40986055771
n.samples	1801	1801
chain.length	TRUE	TRUE
log.every	NA	NA
