trace	posterior	likelihood	prior	pi_0.A	pi_0.C	pi_0.G	pi_0.T	pi_1.A	pi_1.C	pi_1.G	pi_1.T	kappa.1	kappa.2	r_0	r_1	mu	Theta	psi.height	psi.treeLength	sim_0.treeLikelihood	sim_1.treeLikelihood
mean	-6997.61339951123	-6448.58141619675	-549.031983314475	0.403617962926432	0.150259440952115	0.296140519057151	0.149982077064296	0.385845163773309	0.0408954951328101	0.442101614501355	0.131157726592522	4.31954282067519	1.90719148578497	0.250725031576022	1.37463748421198	0.0032460343314599	27.0253620534609	71.3873774461897	527.852223403475	-902.879153820971	-5545.70226237578
stderr.of.mean	0.290075521978968	0.198355550967341	0.213831605015029	0.000710693276434722	0.0005266520074704	0.000615001862816704	0.000507602533458027	0.00032268194271012	0.000129368190268981	0.000361417483336972	0.000257092347261322	0.0236485527920873	0.00396977234653949	0.000619173747667105	0.000309586873833554	4.15837176692479e-06	0.0813746103455567	0.0781696083434983	0.562610815484495	0.0694251045385883	0.193158160149415
stdev	10.9357891130893	8.29237937940286	7.38814403593825	0.0288945877176718	0.0212914722068154	0.0260923152318102	0.0215357482899198	0.0136902332787157	0.00548862662953122	0.0142438244034555	0.0106875843906379	1.00332296783815	0.163801151936769	0.0262693132885785	0.0131346566442894	0.000158564215528284	2.85727993009692	3.31645509674431	20.0157653402456	2.91701457656366	7.95856391528631
variance	119.591483525962	68.7635557719458	54.58467229577	0.000834897199374232	0.000453326788733594	0.000680808914156156	0.000463788454406784	0.000187422487225654	3.01250222783992e-05	0.000202886533636473	0.000114224460107007	1.00665697779156	0.0268308173758125	0.000690076820653489	0.000172519205163375	2.51426104461001e-08	8.16404859893465	10.9988744087213	400.630862155777	8.50897403988484	63.3387395936973
median	-6997.54074448813	-6448.1843959203	-548.884474998013	0.404085497392461	0.149259564693602	0.296560449704335	0.148682041575773	0.38589254865838	0.04077280764675	0.442513778596754	0.130624999121563	4.19453479292027	1.89848364555224	0.248734051833579	1.3756329740832	0.00324415540992795	26.9054359984591	71.2720730406917	527.131594277008	-902.731355386966	-5545.15935435099
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	0.402578498574173	0.148746111851629	0.294986172828398	0.148442825060734	0.385602484303302	0.0405276226317731	0.441871745663126	0.130723369983921	4.2088094780236	1.90019035491745	0.249371442545522	1.3745745885923	0.00324215915004673	26.8764751300801	71.3108107598199	527.474778957376	NaN	NaN
HPD95.lower	-7018.21300015047	-6464.56006842706	-564.803436984605	0.345274152542014	0.108433059551976	0.245071222476508	0.107842542503729	0.35763093422274	0.0300184069228251	0.414645800931836	0.108866825172999	2.60959133670743	1.61012376678765	0.19814236004474	1.34955361774059	0.00291330614131088	21.6147500624164	64.9523850592402	487.29818072831	-908.662214397298	-5561.29152095628
HPD95.upper	-6977.17902891178	-6433.20399114825	-535.211001044058	0.459380715583738	0.19185433484001	0.346184158076529	0.191752083194294	0.411678621926654	0.0510008372988391	0.470723368807461	0.149802694470162	6.35613863393048	2.23840118172316	0.300892764518797	1.40092881997762	0.00352851429116543	32.552396266133	77.7967689715691	565.440266423731	-897.562956000044	-5531.17020213201
ACT	31661.704496087	25747.9567577152	37695.1489686449	27223.4893045461	27532.6797835618	25000	25000	25000	25000	28971.9330170168	26039.4354687438	25000	26430.7617968339	25000	25000	30949.1438981163	36499.3089910275	25000	35553.6449778161	25489.9078725322	26507.5190953975
ESS	1422.06494301545	1748.68244589966	1194.45077767041	1653.90260948222	1635.3293741818	1801	1801	1801	1801	1554.09029744596	1729.10814652819	1801	1703.50746399574	1801	1801	1454.80599231504	1233.58499776169	1801	1266.39617479709	1766.38535632052	1698.57465113805
n.samples	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801
chain.length	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07
log.every	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000
