trace	total.br.len	tree.height
mean	570.080029330441	96.7480704499092
stderr.of.mean	0.902857666584899	0.206624115345675
stdev	31.4420427734154	8.50904237513146
variance	988.602053765285	72.4038021417829
median	568.662225841336	96.2327373096626
mode	numeric	numeric
geometric.mean	569.220898056951	96.3806066423803
HPD95.lower	509.00283849599	82.3749702207688
HPD95.upper	631.30967170273	114.276842107125
ACT	NA	NA
ESS	1213.45666028528	1696.83924584966
n.samples	1801	1801
chain.length	TRUE	TRUE
log.every	NA	NA
