trace	total.br.len	tree.height
mean	327.523197403002	61.0987232898777
stderr.of.mean	0.26036097069534	0.0401434912325988
stdev	8.41774372550637	1.7031438294335
variance	70.8584094283019	2.90069890373741
median	327.159424620694	61.0191864590608
mode	numeric	numeric
geometric.mean	327.41528437584	61.0751095423862
HPD95.lower	310.932029821155	58.0766156625048
HPD95.upper	342.980111592481	64.5339401681471
ACT	NA	NA
ESS	1045.87787807527	1801
n.samples	1801	1801
chain.length	TRUE	TRUE
log.every	NA	NA
