trace	posterior	likelihood	prior	pi_0.A	pi_0.C	pi_0.G	pi_0.T	pi_1.A	pi_1.C	pi_1.G	pi_1.T	kappa.1	kappa.2	r_0	r_1	mu	Theta	psi.height	psi.treeLength	sim_0.treeLikelihood	sim_1.treeLikelihood
mean	-40351.0535767556	-39863.2878187011	-487.765758054467	0.102475750190949	0.338139129719256	0.336130873150394	0.223254246939404	0.234465796556741	0.416267756346929	0.0970472286513443	0.252219218444987	4.12359241727272	1.94200634497579	1.04246257525872	0.97876871237064	0.0572788485289054	16.4408988411514	87.9192534883225	471.691798036639	-13380.5984549544	-26482.6893637467
stderr.of.mean	0.220774455382921	0.201529336281053	0.0792643524584798	0.000101585802641677	0.000177220106554434	0.00022224287929825	0.000150120238588342	0.000153190957531448	0.000134294245542105	7.4478393847859e-05	0.000114322887667625	0.00376196564950757	0.00152644034847124	0.000396139500672273	0.000198069750336136	2.36628528031069e-05	0.0358162845481101	0.382701595163701	0.818908400786785	0.153218255550998	0.188849804891197
stdev	8.95973393259553	8.55016429807128	3.0141001330022	0.00430991993010123	0.00748809712121399	0.00867088261262654	0.0062288089118079	0.00522961018304131	0.00569762142256646	0.0031598501528709	0.00485030859837177	0.159606660650796	0.0584022009719367	0.0168067730396346	0.0084033865198173	0.000908285803014929	1.5195560263531	16.2366510810131	34.7433356403909	6.50049904693738	7.92538152224167
variance	80.2768321429037	73.1053095240128	9.08479961176387	1.85754098038838e-05	5.60715984967333e-05	7.51842052819492e-05	3.87980604598175e-05	2.73488226665694e-05	3.24628898748883e-05	9.98465298859824e-06	2.35254934994391e-05	0.0254742861240984	0.00341081707836649	0.000282467620005789	7.06169050014472e-05	8.24983099958475e-07	2.30905051722602	263.628838326564	1207.09937142086	42.2564878592338	62.8116722730897
median	-40350.8276037896	-39862.9609095643	-487.689993409365	0.102469638484929	0.338134176007141	0.335956115265506	0.223105321842879	0.234472593135337	0.416338048561411	0.0970340475783642	0.252213513931397	4.11655591405483	1.94203717334522	1.04195484605576	0.979022576972117	0.0572938525454811	16.3743408675727	83.6782453779466	464.503995758423	-13380.349466527	-26482.3527522505
mode	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric	numeric
geometric.mean	NaN	NaN	NaN	0.102385281013294	0.33805627304455	0.336018907412022	0.22316741829557	0.234407547761382	0.416228785283489	0.0969959242517726	0.25217255567815	4.12050705932238	1.94112834626491	1.04232724928836	0.978732637160853	0.0572716489610065	16.3713711396149	86.6250626430539	470.489441565639	NaN	NaN
HPD95.lower	-40370.1120036246	-39881.1845137154	-493.700195203582	0.0943332194091533	0.324109066380832	0.318937893602524	0.211594245917417	0.223935943344792	0.405445787410961	0.0906017412500627	0.243025179885184	3.8103838197381	1.82829912865444	1.01133434190754	0.961506862325544	0.0554210992528353	13.552609591281	66.9570460090674	422.046655808531	-13392.3961790997	-26497.232808898
HPD95.upper	-40335.5818764816	-39848.1824704718	-482.011014512441	0.111245150038881	0.35293888812065	0.353491603494344	0.235633367101251	0.244246630912624	0.427526420149478	0.102998583538481	0.261932161548354	4.44054793987196	2.05322852031227	1.07698627534891	0.994332829046226	0.0589776829952617	19.6361690631767	121.91942320105	546.896757594222	-13367.6162278622	-26467.5037294373
ACT	27322.4599329645	25000	31120.9509841097	25000	25205.50651676	29562.5216574577	26138.5117323338	38613.5744511183	25000	25000	25000	25000	30740.6909882337	25000	25000	30542.285471814	25000	25000	25000	25000	25550.8354246721
ESS	1647.91164889503	1801	1446.77455463972	1801	1786.31601670299	1523.04328168303	1722.55407886529	1166.0407159922	1801	1801	1801	1801	1464.67104520304	1801	1801	1474.18568402654	1801	1801	1801	1801	1762.17330085902
n.samples	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801	1801
chain.length	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07	5e+07
log.every	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000	25000
