trace	total.br.len	tree.height
mean	517.053218962722	78.9252150340913
stderr.of.mean	0.621519904930695	0.115985224695371
stdev	22.9127250520744	4.92083557458414
variance	524.992969311956	24.2146227520928
median	515.498381848038	78.6026791455578
mode	numeric	numeric
geometric.mean	516.548653718828	78.7729561943667
HPD95.lower	475.960180067745	70.1061102438003
HPD95.upper	564.287793284526	88.8041199190272
ACT	NA	NA
ESS	1359.83039752884	1801
n.samples	1801	1801
chain.length	TRUE	TRUE
log.every	NA	NA
