trace	total.br.len	tree.height
mean	1144.7262070232	180.444615826938
stderr.of.mean	3.6887759572871	1.70510516065836
stdev	152.203626179415	71.4373923003278
variance	23165.9438221631	5103.30101867093
median	1107.12393782657	160.926807055718
mode	numeric	numeric
geometric.mean	1135.8620750578	169.993659782729
HPD95.lower	940.740593042194	96.4289892752773
HPD95.upper	1445.70740384014	324.140536614072
ACT	NA	NA
ESS	1703.4397739096	1756.26558058406
n.samples	1801	1801
chain.length	TRUE	TRUE
log.every	NA	NA
