trace	total.br.len	tree.height
mean	95.5049819376471	47.0134959642907
stderr.of.mean	0.136929338671009	0.017867013489226
stdev	4.61254583572979	0.758033066886553
variance	21.2755790867082	0.574614130493434
median	95.2016286354994	46.8530301387484
mode	numeric	numeric
geometric.mean	95.3946535826291	47.007464586543
HPD95.lower	86.847011922118	46.0006129245847
HPD95.upper	104.354281600461	48.4885558954671
ACT	NA	NA
ESS	1135.34985852262	1801
n.samples	1801	1801
chain.length	TRUE	TRUE
log.every	NA	NA
