trace	total.br.len	tree.height
mean	210.856084799216	47.4734885264871
stderr.of.mean	0.286439544980603	0.0259488084135313
stdev	9.62757167508743	1.10071421383152
variance	92.6901363589458	1.21157178053073
median	210.2912678498	47.2246570093747
mode	numeric	numeric
geometric.mean	210.638389144883	47.4609399603309
HPD95.lower	192.88197762205	46.00221751204
HPD95.upper	230.649666929093	49.5752807832704
ACT	NA	NA
ESS	1130.33952107435	1800.34464808187
n.samples	1801	1801
chain.length	TRUE	TRUE
log.every	NA	NA
