trace	total.br.len	tree.height
mean	1314.16042767785	162.900896500082
stderr.of.mean	1.10695294444402	0.26083153537279
stdev	38.8028399101424	10.9415773056181
variance	1505.66038509214	119.718113934816
median	1312.61030812188	162.284072684383
mode	numeric	numeric
geometric.mean	1313.58867041976	162.536338937786
HPD95.lower	1246.00211019742	142.10073532687
HPD95.upper	1395.03381772395	184.536921575759
ACT	NA	NA
ESS	1229.44766401387	1760.682356802
n.samples	1801	1801
chain.length	TRUE	TRUE
log.every	NA	NA
