trace	total.br.len	tree.height
mean	100.675847960569	46.7106195255283
stderr.of.mean	0.0982465643217182	0.0129184159602836
stdev	3.50301148588529	0.543523562122606
variance	12.2710894702442	0.295417862582446
median	100.394604500312	46.5812004193093
mode	numeric	numeric
geometric.mean	100.615310722731	46.7074855950924
HPD95.lower	94.3104899028761	46.0010177204938
HPD95.upper	107.66632624615	47.7621220196263
ACT	NA	NA
ESS	1272.0076413791	1771.16721552584
n.samples	1801	1801
chain.length	TRUE	TRUE
log.every	NA	NA
