trace	total.br.len	tree.height
mean	170.916279704169	46.4639882014941
stderr.of.mean	0.108984565011838	0.00823226115717156
stdev	3.51964031373465	0.348473314209574
variance	12.3878679380661	0.121433650716205
median	170.819626871349	46.3853684068316
mode	numeric	numeric
geometric.mean	170.880115797536	46.4626888354416
HPD95.lower	164.773238907496	46.000315222919
HPD95.upper	178.632233051448	47.127740329174
ACT	NA	NA
ESS	1043.53715901831	1792.84240038209
n.samples	1801	1801
chain.length	TRUE	TRUE
log.every	NA	NA
