trace	total.br.len	tree.height
mean	11950.8343148295	2137.2624073641
stderr.of.mean	67.9136240723602	29.2315480140979
stdev	2691.76444735643	1203.03306326659
variance	7245595.84005208	1447288.5513126
median	11350.4945810668	1813.14472458733
mode	numeric	numeric
geometric.mean	11690.7511680226	1881.48972413774
HPD95.lower	8174.84971964362	612.9571386863
HPD95.upper	17246.2846929517	4490.52866664208
ACT	NA	NA
ESS	1571.8157438256	1694.70003587606
n.samples	1801	1801
chain.length	TRUE	TRUE
log.every	NA	NA
