trace	total.br.len	tree.height
mean	1325.96734513821	207.932659131354
stderr.of.mean	5.60070541875727	2.48833284034157
stdev	212.334142488159	94.0126067785978
variance	45085.7880661818	8838.37023330725
median	1280.00396983471	183.051646146036
mode	numeric	numeric
geometric.mean	1310.71600226695	190.865919756846
HPD95.lower	1027.66361732713	89.5872639853478
HPD95.upper	1728.18255902545	389.443934317804
ACT	NA	NA
ESS	1438.12138974135	1428.22486275325
n.samples	1801	1801
chain.length	TRUE	TRUE
log.every	NA	NA
