trace	total.br.len	tree.height
mean	643.724755546228	80.9840599278419
stderr.of.mean	0.593388399498003	0.113115815743251
stdev	20.6305139061341	4.60906531407139
variance	425.618104031191	21.243483069376
median	643.022038855936	80.7228408604833
mode	numeric	numeric
geometric.mean	643.395440380799	80.854429173799
HPD95.lower	604.627020253138	72.5633897017716
HPD95.upper	684.200816868448	90.3376385143406
ACT	NA	NA
ESS	1209.43722341378	1661.19418836748
n.samples	1801	1801
chain.length	TRUE	TRUE
log.every	NA	NA
