trace	total.br.len	tree.height
mean	506.157005764891	101.987010291584
stderr.of.mean	0.515723596331138	0.216948714479761
stdev	20.112606091499	9.15979992736935
variance	404.516923791801	83.9019347094356
median	504.269748416822	100.908169187821
mode	numeric	numeric
geometric.mean	505.762260181304	101.587873601647
HPD95.lower	469.503930098923	86.3506527398226
HPD95.upper	547.388937273801	121.167579078901
ACT	NA	NA
ESS	1521.75253077538	1783.60694615273
n.samples	1801	1801
chain.length	TRUE	TRUE
log.every	NA	NA
